0x8000000L,mov     eax, [esp+mode]
0x800b37bL,mov     ebx, ecx
0x800b37dL,mov     ecx, edx
0x800b37fL,mov     edx, [esp+0FB4h+var_FB0]
0x800b383L,mov     edi, eax
0x800b385L,shld    eax, edx, 1Eh
0x800b389L,xor     ecx, eax
0x800b38bL,mov     eax, [esp+0FB4h+var_FB4]
0x800b38eL,shld    edx, edi, 1Eh
0x800b392L,xor     ebx, edx
0x800b394L,mov     edi, eax
0x800b396L,mov     edx, [esp+0FB4h+var_FB0]
0x800b39aL,mov     ebp, [esp+0FB4h+var_FB4]
0x800b39dL,shld    eax, edx, 19h
0x800b3a1L,shld    edx, edi, 19h
0x800b3a5L,mov     edi, ecx
0x800b3a7L,mov     ecx, [esp+0FB4h+var_F9C]
0x800b3abL,xor     edi, eax
0x800b3adL,mov     esi, [esp+0FB4h+var_FA0]
0x800b3b1L,mov     [esp+0FB4h+var_1C4], edi
0x800b3b8L,mov     edi, ebx
0x800b3baL,xor     edi, edx
0x800b3bcL,mov     ebx, [esp+0FB4h+var_F98]
0x800b3c0L,mov     [esp+0FB4h+var_1C0], edi
0x800b3c7L,mov     edi, [esp+0FB4h+var_FB4]
0x800b3caL,or      edi, ecx
0x800b3ccL,mov     ecx, [esp+0FB4h+var_FA4]
0x800b3d0L,mov     edx, edi
0x800b3d2L,mov     edi, [esp+0FB4h+var_FB0]
0x800b3d6L,or      edi, ebx
0x800b3d8L,and     edx, ecx
0x800b3daL,mov     eax, edi
0x800b3dcL,mov     edi, [esp+0FB4h+var_F9C]
0x800b3e0L,and     edi, ebp
0x800b3e2L,mov     ecx, [esp+0FB4h+var_FB0]
0x800b3e6L,mov     ebx, edi
0x800b3e8L,mov     edi, [esp+0FB4h+var_F98]
0x800b3ecL,and     edi, ecx
0x800b3eeL,and     eax, esi
0x800b3f0L,mov     ecx, edi
0x800b3f2L,mov     edi, edx
0x800b3f4L,or      edi, ebx
0x800b3f6L,mov     esi, [esp+0FB4h+var_1C4]
0x800b3fdL,mov     [esp+0FB4h+var_1BC], edi
0x800b404L,mov     edi, eax
0x800b406L,or      edi, ecx
0x800b408L,add     esi, [esp+0FB4h+var_1BC]
0x800b40fL,mov     [esp+0FB4h+var_1B8], edi
0x800b416L,mov     edi, [esp+0FB4h+var_1C0]
0x800b41dL,adc     edi, [esp+0FB4h+var_1B8]
0x800b424L,mov     eax, esi
0x800b426L,add     eax, [esp+0FB4h+var_FAC]
0x800b42aL,mov     edx, edi
0x800b42cL,adc     edx, [esp+0FB4h+var_FA8]
0x800b430L,mov     ecx, [esp+0FB4h+var_F28]
0x800b437L,mov     [esp+0FB4h+var_FA8], edx
0x800b43bL,mov     edx, [esp+0FB4h+var_F2C]
0x800b442L,mov     edi, edx
0x800b444L,mov     [esp+0FB4h+var_FAC], eax
0x800b448L,shrd    edx, ecx, 1
0x800b44cL,mov     eax, [esp+0FB4h+var_F2C]
0x800b453L,shrd    ecx, edi, 1
0x800b457L,mov     ebx, ecx
0x800b459L,mov     edi, eax
0x800b45bL,mov     ecx, edx
0x800b45dL,mov     edx, [esp+0FB4h+var_F28]
0x800b464L,shrd    eax, edx, 8
0x800b468L,shrd    edx, edi, 8
0x800b46cL,xor     ecx, eax
0x800b46eL,xor     ebx, edx
0x800b470L,mov     eax, [esp+0FB4h+var_F2C]
0x800b477L,mov     edx, [esp+0FB4h+var_F28]
0x800b47eL,shrd    eax, edx, 7
0x800b482L,mov     edi, ecx
0x800b484L,mov     ebp, [esp+0FB4h+var_F88]
0x800b488L,shr     edx, 7
0x800b48bL,xor     edi, eax
0x800b48dL,mov     [esp+0FB4h+var_1B4], edi
0x800b494L,mov     eax, [esp+0FB4h+var_F34]
0x800b49bL,mov     edi, ebx
0x800b49dL,xor     edi, edx
0x800b49fL,add     eax, [esp+0FB4h+var_1B4]
0x800b4a6L,mov     [esp+0FB4h+var_1B0], edi
0x800b4adL,mov     edx, [esp+0FB4h+var_F30]
0x800b4b4L,adc     edx, [esp+0FB4h+var_1B0]
0x800b4bbL,mov     ebx, eax
0x800b4bdL,add     ebx, [esp+0FB4h+var_F54]
0x800b4c1L,mov     esi, edx
0x800b4c3L,adc     esi, [esp+0FB4h+var_F50]
0x800b4c7L,mov     eax, [esp+0FB4h+var_F04]
0x800b4ceL,mov     edx, [esp+0FB4h+var_F00]
0x800b4d5L,mov     [esp+0FB4h+var_F84], ebx
0x800b4d9L,mov     [esp+0FB4h+var_F80], esi
0x800b4ddL,mov     ebx, eax
0x800b4dfL,mov     esi, edx
0x800b4e1L,mov     edi, edx
0x800b4e3L,shrd    ebx, edx, 13h
0x800b4e7L,shrd    esi, eax, 13h
0x800b4ebL,mov     ecx, ebx
0x800b4edL,mov     ebx, esi
0x800b4efL,mov     esi, eax
0x800b4f1L,shld    esi, edx, 3
0x800b4f5L,shld    edi, eax, 3
0x800b4f9L,xor     ecx, esi
0x800b4fbL,xor     ebx, edi
0x800b4fdL,mov     esi, [esp+0FB4h+var_F04]
0x800b504L,mov     edi, [esp+0FB4h+var_F00]
0x800b50bL,shrd    esi, edi, 6
0x800b50fL,shr     edi, 6
0x800b512L,mov     eax, esi
0x800b514L,mov     edx, edi
0x800b516L,mov     edi, ecx
0x800b518L,xor     edi, eax
0x800b51aL,mov     esi, [esp+0FB4h+var_F84]
0x800b51eL,mov     [esp+0FB4h+var_1AC], edi
0x800b525L,mov     edi, ebx
0x800b527L,xor     edi, edx
0x800b529L,add     esi, [esp+0FB4h+var_1AC]
0x800b530L,mov     [esp+0FB4h+var_1A8], edi
0x800b537L,mov     edi, [esp+0FB4h+var_F80]
0x800b53bL,adc     edi, [esp+0FB4h+var_1A8]
0x800b542L,mov     ecx, [esp+0FB4h+var_F6C]
0x800b546L,mov     edx, [esp+0FB4h+var_F8C]
0x800b54aL,mov     [esp+0FB4h+var_3C], esi
0x800b551L,xor     edx, ecx
0x800b553L,mov     [esp+0FB4h+var_38], edi
0x800b55aL,mov     ebx, [esp+0FB4h+var_F68]
0x800b55eL,mov     ecx, [esp+0FB4h+var_F74]
0x800b562L,xor     ebx, ebp
0x800b564L,and     edx, ecx
0x800b566L,mov     eax, ebx
0x800b568L,mov     ebx, edx
0x800b56aL,mov     edx, [esp+0FB4h+var_F8C]
0x800b56eL,mov     ecx, [esp+0FB4h+var_F70]
0x800b572L,xor     ebx, edx
0x800b574L,and     eax, ecx
0x800b576L,mov     [esp+0FB4h+var_1A4], ebx
0x800b57dL,mov     ebx, [esp+0FB4h+var_F88]
0x800b581L,xor     ebx, eax
0x800b583L,mov     [esp+0FB4h+var_F54], esi
0x800b587L,add     esi, 9C100D4Ch
0x800b58dL,mov     [esp+0FB4h+var_F50], edi
0x800b591L,mov     eax, esi
0x800b593L,mov     [esp+0FB4h+var_1A0], ebx
0x800b59aL,adc     edi, 431D67C4h
0x800b5a0L,add     eax, [esp+0FB4h+var_F7C]
0x800b5a4L,mov     edx, edi
0x800b5a6L,mov     ebx, eax
0x800b5a8L,adc     edx, [esp+0FB4h+var_F78]
0x800b5acL,add     ebx, [esp+0FB4h+var_1A4]
0x800b5b3L,mov     esi, edx
0x800b5b5L,mov     edx, [esp+0FB4h+var_F74]
0x800b5b9L,adc     esi, [esp+0FB4h+var_1A0]
0x800b5c0L,mov     ecx, [esp+0FB4h+var_F70]
0x800b5c4L,mov     ebp, edx
0x800b5c6L,mov     edi, esi
0x800b5c8L,shrd    edx, ecx, 0Eh
0x800b5ccL,shrd    ecx, ebp, 0Eh
0x800b5d0L,mov     esi, ebx
0x800b5d2L,mov     eax, [esp+0FB4h+var_F74]
0x800b5d6L,mov     ebx, ecx
0x800b5d8L,mov     ecx, edx
0x800b5daL,mov     edx, [esp+0FB4h+var_F70]
0x800b5deL,mov     ebp, eax
0x800b5e0L,shrd    eax, edx, 12h
0x800b5e4L,xor     ecx, eax
0x800b5e6L,mov     eax, [esp+0FB4h+var_F74]
0x800b5eaL,shrd    edx, ebp, 12h
0x800b5eeL,xor     ebx, edx
0x800b5f0L,mov     ebp, eax
0x800b5f2L,mov     edx, [esp+0FB4h+var_F70]
0x800b5f6L,shld    eax, edx, 17h
0x800b5faL,shld    edx, ebp, 17h
0x800b5feL,xor     ecx, eax
0x800b600L,xor     ebx, edx
0x800b602L,mov     [esp+0FB4h+var_19C], ecx
0x800b609L,mov     [esp+0FB4h+var_198], ebx
0x800b610L,mov     ebx, esi
0x800b612L,mov     esi, edi
0x800b614L,add     ebx, [esp+0FB4h+var_19C]
0x800b61bL,mov     edx, [esp+0FB4h+var_FA4]
0x800b61fL,adc     esi, [esp+0FB4h+var_198]
0x800b626L,mov     ecx, [esp+0FB4h+var_FA0]
0x800b62aL,add     edx, ebx
0x800b62cL,mov     [esp+0FB4h+var_FA4], ebx
0x800b630L,adc     ecx, esi
0x800b632L,mov     [esp+0FB4h+var_F84], edx
0x800b636L,mov     edx, [esp+0FB4h+var_FAC]
0x800b63aL,mov     [esp+0FB4h+var_FA0], esi
0x800b63eL,mov     edi, edx
0x800b640L,mov     [esp+0FB4h+var_F80], ecx
0x800b644L,mov     ecx, [esp+0FB4h+var_FA8]
0x800b648L,mov     eax, [esp+0FB4h+var_FAC]
0x800b64cL,shrd    edx, ecx, 1Ch
0x800b650L,shrd    ecx, edi, 1Ch
0x800b654L,mov     ebx, ecx
0x800b656L,mov     ecx, edx
0x800b658L,mov     edx, [esp+0FB4h+var_FA8]
0x800b65cL,mov     edi, eax
0x800b65eL,shld    eax, edx, 1Eh
0x800b662L,xor     ecx, eax
0x800b664L,mov     eax, [esp+0FB4h+var_FAC]
0x800b668L,shld    edx, edi, 1Eh
0x800b66cL,xor     ebx, edx
0x800b66eL,mov     edi, eax
0x800b670L,mov     edx, [esp+0FB4h+var_FA8]
0x800b674L,mov     esi, [esp+0FB4h+var_FAC]
0x800b678L,shld    eax, edx, 19h
0x800b67cL,shld    edx, edi, 19h
0x800b680L,mov     edi, ecx
0x800b682L,mov     ecx, [esp+0FB4h+var_FB4]
0x800b685L,xor     edi, eax
0x800b687L,mov     ebp, [esp+0FB4h+var_FA8]
0x800b68bL,mov     [esp+0FB4h+var_194], edi
0x800b692L,mov     edi, ebx
0x800b694L,xor     edi, edx
0x800b696L,mov     ebx, [esp+0FB4h+var_FB0]
0x800b69aL,mov     [esp+0FB4h+var_190], edi
0x800b6a1L,mov     edi, [esp+0FB4h+var_FAC]
0x800b6a5L,or      edi, ecx
0x800b6a7L,mov     ecx, [esp+0FB4h+var_F9C]
0x800b6abL,mov     edx, edi
0x800b6adL,mov     edi, [esp+0FB4h+var_FA8]
0x800b6b1L,or      edi, ebx
0x800b6b3L,mov     ebx, [esp+0FB4h+var_F98]
0x800b6b7L,mov     eax, edi
0x800b6b9L,mov     edi, [esp+0FB4h+var_FB4]
0x800b6bcL,and     edi, esi
0x800b6beL,and     eax, ebx
0x800b6c0L,mov     ebx, edi
0x800b6c2L,mov     edi, [esp+0FB4h+var_FB0]
0x800b6c6L,and     edx, ecx
0x800b6c8L,and     edi, ebp
0x800b6caL,mov     ecx, edi
0x800b6ccL,mov     edi, edx
0x800b6ceL,or      edi, ebx
0x800b6d0L,mov     esi, [esp+0FB4h+var_194]
0x800b6d7L,mov     [esp+0FB4h+var_18C], edi
0x800b6deL,mov     edi, eax
0x800b6e0L,or      edi, ecx
0x800b6e2L,add     esi, [esp+0FB4h+var_18C]
0x800b6e9L,mov     [esp+0FB4h+var_188], edi
0x800b6f0L,mov     edi, [esp+0FB4h+var_190]
0x800b6f7L,adc     edi, [esp+0FB4h+var_188]
0x800b6feL,mov     eax, esi
0x800b700L,add     eax, [esp+0FB4h+var_FA4]
0x800b704L,mov     edx, edi
0x800b706L,adc     edx, [esp+0FB4h+var_FA0]
0x800b70aL,mov     ecx, [esp+0FB4h+var_F20]
0x800b711L,mov     [esp+0FB4h+var_FA0], edx
0x800b715L,mov     edx, [esp+0FB4h+var_F24]
0x800b71cL,mov     edi, edx
0x800b71eL,mov     [esp+0FB4h+var_FA4], eax
0x800b722L,shrd    edx, ecx, 1
0x800b726L,mov     eax, [esp+0FB4h+var_F24]
0x800b72dL,shrd    ecx, edi, 1
0x800b731L,mov     ebx, ecx
0x800b733L,mov     edi, eax
0x800b735L,mov     ecx, edx
0x800b737L,mov     edx, [esp+0FB4h+var_F20]
0x800b73eL,shrd    eax, edx, 8
0x800b742L,shrd    edx, edi, 8
0x800b746L,xor     ecx, eax
0x800b748L,xor     ebx, edx
0x800b74aL,mov     eax, [esp+0FB4h+var_F24]
0x800b751L,mov     edx, [esp+0FB4h+var_F20]
0x800b758L,shrd    eax, edx, 7
0x800b75cL,shr     edx, 7
0x800b75fL,mov     edi, ecx
0x800b761L,xor     edi, eax
0x800b763L,mov     eax, [esp+0FB4h+var_F2C]
0x800b76aL,mov     [esp+0FB4h+var_184], edi
0x800b771L,mov     edi, ebx
0x800b773L,xor     edi, edx
0x800b775L,add     eax, [esp+0FB4h+var_184]
0x800b77cL,mov     [esp+0FB4h+var_180], edi
0x800b783L,mov     edx, [esp+0FB4h+var_F28]
0x800b78aL,adc     edx, [esp+0FB4h+var_180]
0x800b791L,mov     ebx, eax
0x800b793L,add     ebx, [esp+0FB4h+var_F4C]
0x800b797L,mov     esi, edx
0x800b799L,adc     esi, [esp+0FB4h+var_F48]
0x800b79dL,mov     eax, [esp+0FB4h+var_F5C]
0x800b7a1L,mov     edx, [esp+0FB4h+var_F58]
0x800b7a5L,mov     [esp+0FB4h+var_F78], esi
0x800b7a9L,mov     edi, edx
0x800b7abL,mov     esi, eax
0x800b7adL,shrd    esi, edx, 13h
0x800b7b1L,shrd    edi, eax, 13h
0x800b7b5L,mov     [esp+0FB4h+var_F7C], ebx
0x800b7b9L,mov     ecx, esi
0x800b7bbL,mov     ebx, edi
0x800b7bdL,mov     esi, eax
0x800b7bfL,mov     edi, edx
0x800b7c1L,shld    esi, edx, 3
0x800b7c5L,shld    edi, eax, 3
0x800b7c9L,xor     ecx, esi
0x800b7cbL,xor     ebx, edi
0x800b7cdL,mov     esi, [esp+0FB4h+var_F5C]
0x800b7d1L,mov     edi, [esp+0FB4h+var_F58]
0x800b7d5L,shrd    esi, edi, 6
0x800b7d9L,shr     edi, 6
0x800b7dcL,mov     eax, esi
0x800b7deL,mov     edx, edi
0x800b7e0L,mov     edi, ecx
0x800b7e2L,xor     edi, eax
0x800b7e4L,mov     esi, [esp+0FB4h+var_F78]
0x800b7e8L,mov     [esp+0FB4h+var_17C], edi
0x800b7efL,mov     edi, ebx
0x800b7f1L,mov     ebx, [esp+0FB4h+var_F7C]
0x800b7f5L,xor     edi, edx
0x800b7f7L,add     ebx, [esp+0FB4h+var_17C]
0x800b7feL,mov     [esp+0FB4h+var_178], edi
0x800b805L,adc     esi, [esp+0FB4h+var_178]
0x800b80cL,mov     ecx, [esp+0FB4h+var_F6C]
0x800b810L,mov     [esp+0FB4h+var_F7C], ebx
0x800b814L,mov     [esp+0FB4h+var_F78], esi
0x800b818L,mov     [esp+0FB4h+var_34], ebx
0x800b81fL,mov     [esp+0FB4h+var_30], esi
0x800b826L,mov     ebx, [esp+0FB4h+var_F68]
0x800b82aL,mov     edi, [esp+0FB4h+var_F74]
0x800b82eL,xor     edi, ecx
0x800b830L,mov     esi, [esp+0FB4h+var_F78]
0x800b834L,mov     edx, edi
0x800b836L,mov     edi, [esp+0FB4h+var_F70]
0x800b83aL,xor     edi, ebx
0x800b83cL,mov     ebx, [esp+0FB4h+var_F80]
0x800b840L,mov     eax, edi
0x800b842L,mov     edi, [esp+0FB4h+var_F84]
0x800b846L,and     edx, edi
0x800b848L,and     eax, ebx
0x800b84aL,mov     edi, edx
0x800b84cL,mov     ebx, [esp+0FB4h+var_F7C]
0x800b850L,xor     edi, ecx
0x800b852L,mov     ecx, [esp+0FB4h+var_F80]
0x800b856L,mov     [esp+0FB4h+var_174], edi
0x800b85dL,mov     edi, [esp+0FB4h+var_F68]
0x800b861L,xor     edi, eax
0x800b863L,add     ebx, 0CB3E42B6h
0x800b869L,adc     esi, 4CC5D4BEh
0x800b86fL,mov     [esp+0FB4h+var_170], edi
0x800b876L,mov     edx, esi
0x800b878L,mov     esi, [esp+0FB4h+var_F8C]
0x800b87cL,mov     edi, [esp+0FB4h+var_F88]
0x800b880L,add     esi, ebx
0x800b882L,adc     edi, edx
0x800b884L,add     esi, [esp+0FB4h+var_174]
0x800b88bL,mov     edx, [esp+0FB4h+var_F84]
0x800b88fL,mov     eax, [esp+0FB4h+var_F84]
0x800b893L,adc     edi, [esp+0FB4h+var_170]
0x800b89aL,mov     ebp, edx
0x800b89cL,shrd    edx, ecx, 0Eh
0x800b8a0L,shrd    ecx, ebp, 0Eh
0x800b8a4L,mov     ebx, ecx
0x800b8a6L,mov     ebp, eax
0x800b8a8L,mov     ecx, edx
0x800b8aaL,mov     edx, [esp+0FB4h+var_F80]
0x800b8aeL,shrd    eax, edx, 12h
0x800b8b2L,shrd    edx, ebp, 12h
0x800b8b6L,xor     ecx, eax
0x800b8b8L,xor     ebx, edx
0x800b8baL,mov     eax, [esp+0FB4h+var_F84]
0x800b8beL,mov     edx, [esp+0FB4h+var_F80]
0x800b8c2L,mov     ebp, eax
0x800b8c4L,shld    eax, edx, 17h
0x800b8c8L,xor     ecx, eax
0x800b8caL,mov     eax, [esp+0FB4h+var_FA4]
0x800b8ceL,shld    edx, ebp, 17h
0x800b8d2L,mov     [esp+0FB4h+var_16C], ecx
0x800b8d9L,xor     ebx, edx
0x800b8dbL,add     esi, [esp+0FB4h+var_16C]
0x800b8e2L,mov     [esp+0FB4h+var_168], ebx
0x800b8e9L,adc     edi, [esp+0FB4h+var_168]
0x800b8f0L,mov     edx, [esp+0FB4h+var_F9C]
0x800b8f4L,add     edx, esi
0x800b8f6L,mov     ecx, [esp+0FB4h+var_F98]
0x800b8faL,adc     ecx, edi
0x800b8fcL,mov     [esp+0FB4h+var_F8C], edx
0x800b900L,mov     edx, [esp+0FB4h+var_FA4]
0x800b904L,mov     [esp+0FB4h+var_F88], ecx
0x800b908L,mov     ebp, edx
0x800b90aL,mov     ecx, [esp+0FB4h+var_FA0]
0x800b90eL,shrd    edx, ecx, 1Ch
0x800b912L,shrd    ecx, ebp, 1Ch
0x800b916L,mov     ebx, ecx
0x800b918L,mov     ecx, edx
0x800b91aL,mov     edx, [esp+0FB4h+var_FA0]
0x800b91eL,mov     ebp, eax
0x800b920L,shld    eax, edx, 1Eh
0x800b924L,xor     ecx, eax
0x800b926L,mov     eax, [esp+0FB4h+var_FA4]
0x800b92aL,shld    edx, ebp, 1Eh
0x800b92eL,xor     ebx, edx
0x800b930L,mov     ebp, eax
0x800b932L,mov     edx, [esp+0FB4h+var_FA0]
0x800b936L,shld    eax, edx, 19h
0x800b93aL,shld    edx, ebp, 19h
0x800b93eL,xor     ebx, edx
0x800b940L,xor     ecx, eax
0x800b942L,mov     [esp+0FB4h+var_160], ebx
0x800b949L,mov     ebp, [esp+0FB4h+var_FA0]
0x800b94dL,mov     ebx, [esp+0FB4h+var_FA8]
0x800b951L,mov     [esp+0FB4h+var_164], ecx
0x800b958L,or      ebx, ebp
0x800b95aL,mov     ecx, [esp+0FB4h+var_FAC]
0x800b95eL,mov     edx, [esp+0FB4h+var_FA4]
0x800b962L,mov     ebp, [esp+0FB4h+var_FA4]
0x800b966L,or      edx, ecx
0x800b968L,mov     eax, ebx
0x800b96aL,mov     ecx, [esp+0FB4h+var_FB4]
0x800b96dL,mov     ebx, [esp+0FB4h+var_FAC]
0x800b971L,and     ebx, ebp
0x800b973L,and     edx, ecx
0x800b975L,mov     ecx, [esp+0FB4h+var_FB0]
0x800b979L,or      edx, ebx
0x800b97bL,and     eax, ecx
0x800b97dL,mov     ebp, [esp+0FB4h+var_FA0]
0x800b981L,mov     ecx, [esp+0FB4h+var_FA8]
0x800b985L,mov     [esp+0FB4h+var_15C], edx
0x800b98cL,and     ecx, ebp
0x800b98eL,mov     ebx, eax
0x800b990L,mov     edx, [esp+0FB4h+var_164]
0x800b997L,or      ebx, ecx
0x800b999L,add     edx, [esp+0FB4h+var_15C]
0x800b9a0L,mov     [esp+0FB4h+var_158], ebx
0x800b9a7L,mov     ecx, [esp+0FB4h+var_160]
0x800b9aeL,mov     eax, edx
0x800b9b0L,adc     ecx, [esp+0FB4h+var_158]
0x800b9b7L,add     esi, eax
0x800b9b9L,adc     edi, ecx
0x800b9bbL,mov     edx, [esp+0FB4h+var_F1C]
0x800b9c2L,mov     ecx, [esp+0FB4h+var_F18]
0x800b9c9L,mov     [esp+0FB4h+var_F98], edi
0x800b9cdL,mov     edi, edx
0x800b9cfL,mov     eax, [esp+0FB4h+var_F1C]
0x800b9d6L,shrd    edx, ecx, 1
0x800b9daL,shrd    ecx, edi, 1
0x800b9deL,mov     ebx, ecx
0x800b9e0L,mov     edi, eax
0x800b9e2L,mov     ecx, edx
0x800b9e4L,mov     edx, [esp+0FB4h+var_F18]
0x800b9ebL,shrd    eax, edx, 8
0x800b9efL,shrd    edx, edi, 8
0x800b9f3L,xor     ecx, eax
0x800b9f5L,xor     ebx, edx
0x800b9f7L,mov     eax, [esp+0FB4h+var_F1C]
0x800b9feL,mov     edx, [esp+0FB4h+var_F18]
0x800ba05L,shrd    eax, edx, 7
0x800ba09L,mov     edi, ecx
0x800ba0bL,mov     [esp+0FB4h+var_F9C], esi
0x800ba0fL,shr     edx, 7
0x800ba12L,xor     edi, eax
0x800ba14L,mov     [esp+0FB4h+var_154], edi
0x800ba1bL,mov     edi, ebx
0x800ba1dL,xor     edi, edx
0x800ba1fL,mov     [esp+0FB4h+var_150], edi
0x800ba26L,mov     eax, [esp+0FB4h+var_F24]
0x800ba2dL,add     eax, [esp+0FB4h+var_154]
0x800ba34L,mov     edx, [esp+0FB4h+var_F20]
0x800ba3bL,adc     edx, [esp+0FB4h+var_150]
0x800ba42L,mov     ebx, eax
0x800ba44L,add     ebx, [esp+0FB4h+var_F44]
0x800ba48L,mov     esi, edx
0x800ba4aL,mov     edx, [esp+0FB4h+var_F54]
0x800ba4eL,mov     ecx, [esp+0FB4h+var_F50]
0x800ba52L,adc     esi, [esp+0FB4h+var_F40]
0x800ba56L,mov     ebp, edx
0x800ba58L,mov     eax, [esp+0FB4h+var_F54]
0x800ba5cL,mov     edi, esi
0x800ba5eL,shrd    edx, ecx, 13h
0x800ba62L,shrd    ecx, ebp, 13h
0x800ba66L,mov     esi, ebx
0x800ba68L,mov     ebp, eax
0x800ba6aL,mov     ebx, ecx
0x800ba6cL,mov     ecx, edx
0x800ba6eL,mov     edx, [esp+0FB4h+var_F50]
0x800ba72L,shld    eax, edx, 3
0x800ba76L,shld    edx, ebp, 3
0x800ba7aL,xor     ecx, eax
0x800ba7cL,xor     ebx, edx
0x800ba7eL,mov     eax, [esp+0FB4h+var_F54]
0x800ba82L,mov     edx, [esp+0FB4h+var_F50]
0x800ba86L,shrd    eax, edx, 6
0x800ba8aL,shr     edx, 6
0x800ba8dL,xor     ecx, eax
0x800ba8fL,mov     [esp+0FB4h+var_14C], ecx
0x800ba96L,xor     ebx, edx
0x800ba98L,add     esi, [esp+0FB4h+var_14C]
0x800ba9fL,mov     [esp+0FB4h+var_148], ebx
0x800baa6L,adc     edi, [esp+0FB4h+var_148]
0x800baadL,mov     ecx, [esp+0FB4h+var_F74]
0x800bab1L,mov     [esp+0FB4h+var_F58], edi
0x800bab5L,mov     [esp+0FB4h+var_28], edi
0x800babcL,mov     edx, ecx
0x800babeL,mov     edi, [esp+0FB4h+var_F84]
0x800bac2L,xor     edx, edi
0x800bac4L,mov     edi, [esp+0FB4h+var_F8C]
0x800bac8L,and     edx, edi
0x800bacaL,mov     ebx, [esp+0FB4h+var_F70]
0x800baceL,mov     eax, [esp+0FB4h+var_F80]
0x800bad2L,mov     edi, edx
0x800bad4L,xor     edi, ecx
0x800bad6L,xor     eax, ebx
0x800bad8L,mov     ebx, [esp+0FB4h+var_F88]
0x800badcL,mov     [esp+0FB4h+var_144], edi
0x800bae3L,and     eax, ebx
0x800bae5L,mov     edi, [esp+0FB4h+var_F70]
0x800bae9L,xor     edi, eax
0x800baebL,mov     [esp+0FB4h+var_F5C], esi
0x800baefL,mov     [esp+0FB4h+var_140], edi
0x800baf6L,mov     [esp+0FB4h+var_2C], esi
0x800bafdL,mov     esi, [esp+0FB4h+var_F5C]
0x800bb01L,mov     edi, [esp+0FB4h+var_F58]
0x800bb05L,add     esi, 0FC657E2Ah
0x800bb0bL,mov     ecx, [esp+0FB4h+var_F88]
0x800bb0fL,adc     edi, 597F299Ch
0x800bb15L,mov     eax, esi
0x800bb17L,add     eax, [esp+0FB4h+var_F6C]
0x800bb1bL,mov     edx, edi
0x800bb1dL,adc     edx, [esp+0FB4h+var_F68]
0x800bb21L,mov     ebx, eax
0x800bb23L,add     ebx, [esp+0FB4h+var_144]
0x800bb2aL,mov     esi, edx
0x800bb2cL,mov     edx, [esp+0FB4h+var_F8C]
0x800bb30L,mov     eax, [esp+0FB4h+var_F8C]
0x800bb34L,adc     esi, [esp+0FB4h+var_140]
0x800bb3bL,mov     ebp, edx
0x800bb3dL,shrd    edx, ecx, 0Eh
0x800bb41L,shrd    ecx, ebp, 0Eh
0x800bb45L,mov     edi, esi
0x800bb47L,mov     esi, ebx
0x800bb49L,mov     ebx, ecx
0x800bb4bL,mov     ecx, edx
0x800bb4dL,mov     edx, [esp+0FB4h+var_F88]
0x800bb51L,mov     ebp, eax
0x800bb53L,shrd    eax, edx, 12h
0x800bb57L,xor     ecx, eax
0x800bb59L,mov     eax, [esp+0FB4h+var_F8C]
0x800bb5dL,shrd    edx, ebp, 12h
0x800bb61L,xor     ebx, edx
0x800bb63L,mov     ebp, eax
0x800bb65L,mov     edx, [esp+0FB4h+var_F88]
0x800bb69L,shld    eax, edx, 17h
0x800bb6dL,shld    edx, ebp, 17h
0x800bb71L,xor     ecx, eax
0x800bb73L,xor     ebx, edx
0x800bb75L,mov     [esp+0FB4h+var_13C], ecx
0x800bb7cL,mov     [esp+0FB4h+var_138], ebx
0x800bb83L,mov     ebx, esi
0x800bb85L,mov     esi, edi
0x800bb87L,add     ebx, [esp+0FB4h+var_13C]
0x800bb8eL,mov     edx, [esp+0FB4h+var_FB4]
0x800bb91L,adc     esi, [esp+0FB4h+var_138]
0x800bb98L,mov     eax, [esp+0FB4h+var_F9C]
0x800bb9cL,add     edx, ebx
0x800bb9eL,mov     ecx, [esp+0FB4h+var_FB0]
0x800bba2L,adc     ecx, esi
0x800bba4L,mov     [esp+0FB4h+var_FB0], esi
0x800bba8L,mov     [esp+0FB4h+var_F6C], edx
0x800bbacL,mov     esi, eax
0x800bbaeL,mov     edx, [esp+0FB4h+var_F98]
0x800bbb2L,mov     [esp+0FB4h+var_F68], ecx
0x800bbb6L,shrd    esi, edx, 1Ch
0x800bbbaL,mov     edi, edx
0x800bbbcL,mov     ecx, esi
0x800bbbeL,shrd    edi, eax, 1Ch
0x800bbc2L,mov     esi, eax
0x800bbc4L,mov     [esp+0FB4h+var_FB4], ebx
0x800bbc7L,shld    esi, edx, 1Eh
0x800bbcbL,mov     ebx, edi
0x800bbcdL,mov     edi, edx
0x800bbcfL,shld    edi, eax, 1Eh
0x800bbd3L,xor     ecx, esi
0x800bbd5L,mov     esi, [esp+0FB4h+var_F9C]
0x800bbd9L,xor     ebx, edi
0x800bbdbL,mov     ebp, esi
0x800bbddL,mov     edi, [esp+0FB4h+var_F98]
0x800bbe1L,shld    esi, edi, 19h
0x800bbe5L,shld    edi, ebp, 19h
0x800bbe9L,mov     edx, edi
0x800bbebL,mov     edi, ecx
0x800bbedL,xor     edi, esi
0x800bbefL,mov     ecx, [esp+0FB4h+var_FA4]
0x800bbf3L,mov     [esp+0FB4h+var_134], edi
