0x0L,CMN             W1, #1  ; Alternative name is '$x'
0x4L,B.EQ            loc_14
0x3288L,ADD             W27, W27, W3
0x328cL,EOR             W3, W7, W17,ROR#11
0x3290L,EOR             W28, W6, W10
0x3294L,EXTR            W7, W17, W17, #0x19
0x3298L,EXTR            W16, W4, W4, #0x12
0x329cL,ORR             W4, W1, W5
0x32a0L,FMOV            S20, W3
0x32a4L,AND             W28, W17, W28
0x32a8L,FMOV            S7, W4
0x32acL,EXTR            W4, W1, W1, #2
0x32b0L,EOR             W28, W28, W10
0x32b4L,FMOV            S1, W4
0x32b8L,ADD             W27, W27, W28
0x32bcL,FMOV            W4, S8
0x32c0L,FMOV            W3, S7
0x32c4L,EOR             W4, W16, W4,ROR#7
0x32c8L,EXTR            W16, W1, W1, #0x16
0x32ccL,AND             W3, W3, W24
0x32d0L,EOR             W4, W4, W22,LSR#3
0x32d4L,FMOV            S19, W3
0x32d8L,AND             W3, W1, W5
0x32dcL,FMOV            S5, W4
0x32e0L,FMOV            S7, W3
0x32e4L,FMOV            W4, S20
0x32e8L,FMOV            W3, S1
0x32ecL,EOR             W28, W4, W7
0x32f0L,EOR             W3, W3, W1,ROR#13
0x32f4L,ADD             W28, W27, W28
0x32f8L,FMOV            W7, S7
0x32fcL,FMOV            W4, S19
0x3300L,FMOV            S1, W3
0x3304L,EXTR            W3, W26, W26, #0x13
0x3308L,FMOV            S21, W3
0x330cL,EXTR            W3, W26, W26, #0x11
0x3310L,ORR             W4, W4, W7
0x3314L,FMOV            S7, W4
0x3318L,FMOV            W4, S1
0x331cL,EOR             W4, W4, W16
0x3320L,FMOV            S1, W4
0x3324L,FMOV            W4, S21
0x3328L,EOR             W7, W4, W3
0x332cL,FMOV            W3, S5
0x3330L,EOR             W7, W7, W26,LSR#10
0x3334L,FMOV            W4, S1
0x3338L,ADD             W16, W3, W15
0x333cL,EXTR            W15, W14, W14, #0x12
0x3340L,FMOV            W3, S7
0x3344L,ADD             W27, W3, W4
0x3348L,ADD             W27, W27, W28
0x334cL,ADD             W28, W28, W8
0x3350L,EXTR            W4, W28, W28, #6
0x3354L,FMOV            W3, S17
0x3358L,FMOV            S20, W4
0x335cL,ORR             W4, W27, W1
0x3360L,FMOV            S7, W4
0x3364L,EXTR            W4, W27, W27, #2
0x3368L,ADD             W16, W16, W3
0x336cL,MOV             W3, #0x7814
0x3370L,FMOV            S17, W4
0x3374L,ADD             W8, W16, W7
0x3378L,MOVK            W3, #0x84C8,LSL#16
0x337cL,EOR             W16, W15, W14,ROR#7
0x3380L,FMOV            W4, S7
0x3384L,ADD             W3, W8, W3
0x3388L,ADD             W10, W3, W10
0x338cL,EOR             W7, W17, W6
0x3390L,FMOV            W3, S20
0x3394L,AND             W7, W28, W7
0x3398L,EOR             W7, W7, W6
0x339cL,EXTR            W15, W27, W27, #0x16
0x33a0L,AND             W4, W4, W5
0x33a4L,ADD             W10, W10, W7
0x33a8L,FMOV            S19, W4
0x33acL,AND             W4, W27, W1
0x33b0L,EOR             W3, W3, W28,ROR#11
0x33b4L,FMOV            S7, W4
0x33b8L,FMOV            W4, S17
0x33bcL,FMOV            S20, W3
0x33c0L,EXTR            W3, W28, W28, #0x19
0x33c4L,FMOV            W7, S7
0x33c8L,EOR             W4, W4, W27,ROR#13
0x33ccL,FMOV            S17, W4
0x33d0L,EXTR            W4, W9, W9, #0x13
0x33d4L,FMOV            S21, W4
0x33d8L,EXTR            W4, W9, W9, #0x11
0x33dcL,FMOV            S5, W4
0x33e0L,EOR             W4, W16, W14,LSR#3
0x33e4L,FMOV            S1, W4
0x33e8L,FMOV            W4, S20
0x33ecL,EOR             W3, W4, W3
0x33f0L,FMOV            W4, S19
0x33f4L,ADD             W10, W10, W3
0x33f8L,ORR             W4, W4, W7
0x33fcL,FMOV            W7, S5
0x3400L,FMOV            S7, W4
0x3404L,FMOV            W4, S17
0x3408L,FMOV            W3, S7
0x340cL,EOR             W16, W4, W15
0x3410L,FMOV            W4, S21
0x3414L,ADD             W16, W3, W16
0x3418L,ADD             W16, W16, W10
0x341cL,ADD             W10, W10, W24
0x3420L,EOR             W7, W4, W7
0x3424L,FMOV            W4, S1
0x3428L,FMOV            W3, S16
0x342cL,ADD             W15, W4, W22
0x3430L,EOR             W4, W7, W9,LSR#10
0x3434L,EXTR            W7, W10, W10, #6
0x3438L,ADD             W15, W15, W3
0x343cL,MOV             W9, #0x208
0x3440L,ADD             W4, W15, W4
0x3444L,FMOV            S17, W7
0x3448L,ORR             W7, W16, W27
0x344cL,EOR             W3, W28, W17
0x3450L,MOVK            W9, #0x8CC7,LSL#16
0x3454L,FMOV            S5, W7
0x3458L,AND             W3, W10, W3
0x345cL,ADD             W9, W4, W9
0x3460L,EXTR            W7, W16, W16, #2
0x3464L,ADD             W9, W9, W6
0x3468L,EOR             W6, W3, W17
0x346cL,FMOV            W3, S17
0x3470L,ADD             W9, W9, W6
0x3474L,FMOV            W22, S5
0x3478L,EOR             W7, W7, W16,ROR#13
0x347cL,EXTR            W15, W23, W23, #0x12
0x3480L,FMOV            S7, W7
0x3484L,EXTR            W7, W16, W16, #0x16
0x3488L,EOR             W3, W3, W10,ROR#11
0x348cL,EOR             W15, W15, W23,ROR#7
0x3490L,AND             W22, W22, W1
0x3494L,EOR             W15, W15, W23,LSR#3
0x3498L,FMOV            S17, W3
0x349cL,EXTR            W3, W10, W10, #0x19
0x34a0L,FMOV            S16, W22
0x34a4L,AND             W22, W16, W27
0x34a8L,ADD             W14, W15, W14
0x34acL,FMOV            S5, W22
0x34b0L,EXTR            W22, W8, W8, #0x13
0x34b4L,FMOV            W6, S17
0x34b8L,FMOV            S18, W22
0x34bcL,EXTR            W22, W8, W8, #0x11
0x34c0L,FMOV            S1, W22
0x34c4L,EOR             W6, W6, W3
0x34c8L,FMOV            W22, S5
0x34ccL,ADD             W9, W9, W6
0x34d0L,FMOV            W3, S16
0x34d4L,ORR             W3, W3, W22
0x34d8L,FMOV            W22, S1
0x34dcL,FMOV            S5, W3
0x34e0L,FMOV            W3, S7
0x34e4L,FMOV            W6, S5
0x34e8L,EOR             W3, W3, W7
0x34ecL,FMOV            W7, S18
0x34f0L,ADD             W3, W6, W3
0x34f4L,ADD             W15, W3, W9
0x34f8L,ADD             W9, W9, W5
0x34fcL,FMOV            W6, S3
0x3500L,EXTR            W3, W9, W9, #6
0x3504L,EOR             W7, W7, W22
0x3508L,EOR             W5, W10, W28
0x350cL,FMOV            S7, W3
0x3510L,EOR             W7, W7, W8,LSR#10
0x3514L,MOV             W8, #0xFFFA
0x3518L,ORR             W3, W15, W16
0x351cL,ADD             W14, W14, W6
0x3520L,MOVK            W8, #0x90BE,LSL#16
0x3524L,ADD             W14, W14, W7
0x3528L,AND             W3, W3, W27
0x352cL,ADD             W8, W14, W8
0x3530L,AND             W5, W9, W5
0x3534L,ADD             W8, W8, W17
0x3538L,EOR             W5, W5, W28
0x353cL,FMOV            W17, S7
0x3540L,ADD             W8, W8, W5
0x3544L,FMOV            S5, W3
0x3548L,AND             W3, W15, W16
0x354cL,EXTR            W6, W15, W15, #2
0x3550L,EXTR            W7, W13, W13, #0x12
0x3554L,FMOV            S1, W3
0x3558L,EOR             W3, W6, W15,ROR#13
0x355cL,EOR             W17, W17, W9,ROR#11
0x3560L,EXTR            W6, W15, W15, #0x16
0x3564L,FMOV            S3, W3
0x3568L,EXTR            W3, W4, W4, #0x13
0x356cL,FMOV            S7, W17
0x3570L,EXTR            W17, W9, W9, #0x19
0x3574L,FMOV            W22, S1
0x3578L,EOR             W7, W7, W13,ROR#7
0x357cL,FMOV            S16, W3
0x3580L,EOR             W7, W7, W13,LSR#3
0x3584L,EXTR            W3, W4, W4, #0x11
0x3588L,ADD             W7, W7, W23
0x358cL,FMOV            W5, S7
0x3590L,ADD             W7, W7, W21
0x3594L,EOR             W5, W5, W17
0x3598L,FMOV            W17, S5
0x359cL,ADD             W8, W8, W5
0x35a0L,MOV             W5, #0x6CEB
0x35a4L,MOVK            W5, #0xA450,LSL#16
0x35a8L,ORR             W17, W17, W22
0x35acL,FMOV            W22, S3
0x35b0L,EOR             W6, W22, W6
0x35b4L,FMOV            W22, S16
0x35b8L,ADD             W17, W17, W6
0x35bcL,ADD             W17, W17, W8
0x35c0L,ADD             W8, W8, W1
0x35c4L,EXTR            W1, W8, W8, #6
0x35c8L,EXTR            W6, W12, W12, #0x12
0x35ccL,EOR             W6, W6, W12,ROR#7
0x35d0L,EOR             W3, W22, W3
0x35d4L,EOR             W6, W6, W12,LSR#3
0x35d8L,EOR             W3, W3, W4,LSR#10
0x35dcL,EOR             W4, W9, W10
0x35e0L,ADD             W3, W7, W3
0x35e4L,ORR             W7, W17, W15
0x35e8L,FMOV            S3, W1
0x35ecL,AND             W7, W7, W16
0x35f0L,ADD             W5, W3, W5
0x35f4L,AND             W4, W8, W4
0x35f8L,FMOV            S2, W7
0x35fcL,AND             W7, W17, W15
0x3600L,EOR             W4, W4, W10
0x3604L,ADD             W5, W5, W28
0x3608L,FMOV            W21, S3
0x360cL,EXTR            W28, W8, W8, #0x19
0x3610L,FMOV            S0, W7
0x3614L,EXTR            W1, W17, W17, #2
0x3618L,EOR             W1, W1, W17,ROR#13
0x361cL,ADD             W5, W5, W4
0x3620L,EXTR            W7, W14, W14, #0x13
0x3624L,ADD             W13, W6, W13
0x3628L,EOR             W21, W21, W8,ROR#11
0x362cL,ADD             W13, W13, W20
0x3630L,EOR             W4, W21, W28
0x3634L,FMOV            W22, S0
0x3638L,ADD             W5, W5, W4
0x363cL,FMOV            W21, S2
0x3640L,ADD             W4, W5, W27
0x3644L,FMOV            S1, W1
0x3648L,EXTR            W1, W17, W17, #0x16
0x364cL,FMOV            S5, W7
0x3650L,EXTR            W7, W14, W14, #0x11
0x3654L,EXTR            W6, W4, W4, #6
0x3658L,ORR             W21, W21, W22
0x365cL,EOR             W6, W6, W4,ROR#11
0x3660L,FMOV            S0, W21
0x3664L,FMOV            W21, S1
0x3668L,EOR             W28, W21, W1
0x366cL,FMOV            W1, S5
0x3670L,EOR             W7, W1, W7
0x3674L,EOR             W14, W7, W14,LSR#10
0x3678L,MOV             W7, #0xA3F7
0x367cL,ADD             W13, W13, W14
0x3680L,MOVK            W7, #0xBEF9,LSL#16
0x3684L,EXTR            W14, W11, W11, #0x12
0x3688L,ADD             W7, W13, W7
0x368cL,FMOV            W1, S0
0x3690L,EOR             W13, W14, W11,ROR#7
0x3694L,FMOV            S0, W6
0x3698L,ADD             W7, W7, W10
0x369cL,FMOV            S1, W13
0x36a0L,EXTR            W13, W3, W3, #0x13
0x36a4L,EXTR            W10, W4, W4, #0x19
0x36a8L,ADD             W28, W1, W28
0x36acL,EOR             W1, W8, W9
0x36b0L,FMOV            S2, W13
0x36b4L,ADD             W28, W28, W5
0x36b8L,AND             W1, W4, W1
0x36bcL,EXTR            W5, W28, W28, #2
0x36c0L,EOR             W1, W1, W9
0x36c4L,EXTR            W6, W28, W28, #0x16
0x36c8L,EOR             W5, W5, W28,ROR#13
0x36ccL,ADD             W7, W7, W1
0x36d0L,FMOV            W20, S1
0x36d4L,EOR             W5, W5, W6
0x36d8L,FMOV            W1, S0
0x36dcL,EXTR            W13, W3, W3, #0x11
0x36e0L,FMOV            W6, S2
0x36e4L,ORR             W27, W28, W17
0x36e8L,AND             W27, W27, W15
0x36ecL,AND             W14, W28, W17
0x36f0L,EOR             W11, W20, W11,LSR#3
0x36f4L,EOR             W1, W1, W10
0x36f8L,ADD             W12, W11, W12
0x36fcL,EOR             W13, W6, W13
0x3700L,ADD             W7, W7, W1
0x3704L,EOR             W13, W13, W3,LSR#10
0x3708L,ADD             W12, W12, W26
0x370cL,MOV             W6, #0x78F2
0x3710L,ADD             W1, W7, W16
0x3714L,ADD             W12, W12, W13
0x3718L,MOVK            W6, #0xC671,LSL#16
0x371cL,EOR             W3, W4, W8
0x3720L,ORR             W10, W27, W14
0x3724L,ADD             W6, W12, W6
0x3728L,AND             W3, W1, W3
0x372cL,EXTR            W13, W1, W1, #6
0x3730L,ADD             W5, W10, W5
0x3734L,ADD             W6, W6, W9
0x3738L,EXTR            W10, W1, W1, #0x19
0x373cL,EOR             W3, W3, W8
0x3740L,EOR             W13, W13, W1,ROR#11
0x3744L,ADD             W6, W6, W3
0x3748L,EOR             W3, W13, W10
0x374cL,ADD             W6, W6, W3
0x3750L,ADD             W5, W5, W7
0x3754L,ADD             W3, W6, W15
0x3758L,ORR             W12, W5, W28
0x375cL,ADD             W19, W3, W19
0x3760L,EXTR            W7, W5, W5, #2
0x3764L,FMOV            W3, S31
0x3768L,AND             W11, W5, W28
0x376cL,EOR             W7, W7, W5,ROR#13
0x3770L,EXTR            W9, W5, W5, #0x16
0x3774L,AND             W12, W12, W17
0x3778L,EOR             W7, W7, W9
0x377cL,ORR             W10, W12, W11
0x3780L,STR             W19, [X2,#0x10]
0x3784L,ADD             W1, W3, W1
0x3788L,ADD             W7, W10, W7
0x378cL,ADD             W7, W7, W6
0x3790L,FMOV            S31, W1
0x3794L,ADD             W18, W7, W18
0x3798L,FMOV            W6, S30
0x379cL,STR             W18, [X2]
0x37a0L,FMOV            W1, S29
0x37a4L,STR             S31, [X2,#0x14]
0x37a8L,ADD             W5, W6, W5
0x37acL,ADD             W1, W1, W4
0x37b0L,FMOV            S30, W5
0x37b4L,FMOV            S29, W1
0x37b8L,FMOV            W5, S28
0x37bcL,FMOV            W1, S27
0x37c0L,STR             S30, [X2,#4]
0x37c4L,STR             S29, [X2,#0x18]
0x37c8L,ADD             W5, W5, W28
0x37ccL,ADD             W1, W1, W8
0x37d0L,FMOV            S28, W5
0x37d4L,FMOV            S27, W1
0x37d8L,FMOV            W5, S26
0x37dcL,FMOV            X1, D25
0x37e0L,STR             S28, [X2,#8]
0x37e4L,STR             S27, [X2,#0x1C]
0x37e8L,ADD             W5, W5, W17
0x37ecL,STR             W5, [X2,#0xC]
0x37f0L,CMP             X1, X0
0x37f4L,FMOV            S26, W5
0x37f8L,B.HI            loc_220
0x37fcL,LDP             X19, X20, [SP,#0x60+var_60]
0x3800L,LDP             X21, X22, [SP,#0x60+var_50]
0x3804L,LDP             X23, X24, [SP,#0x60+var_40]
0x3808L,LDP             X25, X26, [SP,#0x60+var_30]
0x380cL,LDP             X27, X28, [SP,#0x60+var_20]
0x3810L,LDR             D8, [SP,#0x60+var_10]
0x3814L,ADD             SP, SP, #0x60
0x3818L,RET
0x381cL,STP             X29, X30, [SP,#-0x10+var_20]!
0x3820L,MOV             X1, #0x40
0x3824L,MOV             X2, #0xF
0x3828L,MOV             X29, SP
0x382cL,LDR             W3, [X0,#0x28]
0x3830L,MOV             X4, #0x1F
0x3834L,STP             X19, X20, [SP,#0x20+var_10]
0x3838L,CMP             W3, #0x38
0x383cL,MOV             X19, X0
0x3840L,MOV             X20, #0x80
0x3844L,LDR             W0, [X0,#0x20]
0x3848L,CSEL            X20, X1, X20, CC
0x384cL,CMP             W3, #0x38
0x3850L,ADD             W0, W3, W0
0x3854L,CSEL            X4, X2, X4, CC
0x3858L,STR             X21, [SP,#0x20+var_s0]
0x385cL,CMP             W3, #0x38
0x3860L,MOV             X2, #0xE
0x3864L,MOV             X7, #0x1E
0x3868L,CSEL            X7, X2, X7, CC
0x386cL,STR             W0, [X19,#0x20]
0x3870L,CMP             W3, W0
0x3874L,LDR             W2, [X19,#0x24]
0x3878L,B.LS            loc_3884
0x387cL,ADD             W2, W2, #1
0x3880L,STR             W2, [X19,#0x24]
0x3884L,UBFM            W6, W0, #0x1D, #0x1C
0x3888L,ADD             X7, X19, X7,LSL#2
0x388cL,UBFM            W8, W0, #5, #4
0x3890L,ADD             X4, X19, X4,LSL#2
0x3894L,AND             W1, W6, #0xFF00
0x3898L,EXTR            W2, W2, W0, #0x1D
0x389cL,MOV             W3, W3
0x38a0L,REV             W2, W2
0x38a4L,UBFM            W5, W6, #8, #0x1F
0x38a8L,ORR             W6, W8, W6,LSR#24
0x38acL,ADD             X21, X19, #0x2C
0x38b0L,STR             W2, [X7,#0x2C]
0x38b4L,ORR             W6, W6, W1,LSL#8
0x38b8L,SUB             X2, X20, X3
0x38bcL,AND             W5, W5, #0xFF00
0x38c0L,ADRP            X1, #loc_3000@PAGE
0x38c4L,ADD             X0, X21, X3
0x38c8L,ADD             X1, X1, #loc_3000@PAGEOFF
0x38ccL,ORR             W3, W6, W5
0x38d0L,SUB             X2, X2, #8
0x38d4L,STR             W3, [X4,#0x2C]
0x38d8L,BL              sub_38D8
0x38dcL,MOV             X0, X21
0x38e0L,MOV             X1, X20
0x38e4L,MOV             X2, X19
0x38e8L,LDR             X21, [SP,#arg_20]
0x38ecL,LDP             X19, X20, [SP,#arg_10]
0x38f0L,LDP             X29, X30, [SP+arg_0],#0x30
0x38f4L,B               loc_38F4
0x38f8L,STP             X29, X30, [SP,#-0x10+var_20]!
0x38fcL,MOV             X29, SP
0x3900L,STR             X19, [SP,#0x20+var_10]
0x3904L,MOV             X19, X0
0x3908L,STR             X1, [X29,#0x20+var_s8]
0x390cL,BL              sha256_conclude_ctx
0x3910L,LDR             X1, [X29,#arg_18]
0x3914L,LDR             W2, [X19]
0x3918L,MOV             X0, X1
0x391cL,REV             W2, W2
0x3920L,STR             W2, [X1]
0x3924L,LDR             W2, [X19,#4]
0x3928L,REV             W2, W2
0x392cL,STR             W2, [X1,#4]
0x3930L,LDR             W2, [X19,#8]
0x3934L,REV             W2, W2
0x3938L,STR             W2, [X1,#8]
0x393cL,LDR             W2, [X19,#0xC]
0x3940L,REV             W2, W2
0x3944L,STR             W2, [X1,#0xC]
0x3948L,LDR             W2, [X19,#0x10]
0x394cL,REV             W2, W2
0x3950L,STR             W2, [X1,#0x10]
0x3954L,LDR             W2, [X19,#0x14]
0x3958L,REV             W2, W2
0x395cL,STR             W2, [X1,#0x14]
0x3960L,LDR             W2, [X19,#0x18]
0x3964L,REV             W2, W2
0x3968L,STR             W2, [X1,#0x18]
0x396cL,LDR             W2, [X19,#0x1C]
0x3970L,LDR             X19, [SP,#0x20+var_10]
0x3974L,REV             W2, W2
0x3978L,STR             W2, [X1,#0x1C]
0x397cL,LDP             X29, X30, [SP+0x20+var_20],#0x30
0x3980L,RET
0x3984L,STP             X29, X30, [SP,#-0x10+var_20]!
0x3988L,MOV             X29, SP
0x398cL,STR             X19, [SP,#0x20+var_10]
0x3990L,MOV             X19, X0
0x3994L,STR             X1, [X29,#0x20+var_s8]
0x3998L,BL              sha256_conclude_ctx
0x399cL,LDR             X1, [X29,#arg_18]
0x39a0L,LDR             W2, [X19]
0x39a4L,MOV             X0, X1
0x39a8L,REV             W2, W2
0x39acL,STR             W2, [X1]
0x39b0L,LDR             W2, [X19,#4]
0x39b4L,REV             W2, W2
0x39b8L,STR             W2, [X1,#4]
0x39bcL,LDR             W2, [X19,#8]
0x39c0L,REV             W2, W2
0x39c4L,STR             W2, [X1,#8]
0x39c8L,LDR             W2, [X19,#0xC]
0x39ccL,REV             W2, W2
0x39d0L,STR             W2, [X1,#0xC]
0x39d4L,LDR             W2, [X19,#0x10]
0x39d8L,REV             W2, W2
0x39dcL,STR             W2, [X1,#0x10]
0x39e0L,LDR             W2, [X19,#0x14]
0x39e4L,REV             W2, W2
0x39e8L,STR             W2, [X1,#0x14]
0x39ecL,LDR             W2, [X19,#0x18]
0x39f0L,LDR             X19, [SP,#0x20+var_10]
0x39f4L,REV             W2, W2
0x39f8L,STR             W2, [X1,#0x18]
0x39fcL,LDP             X29, X30, [SP+0x20+var_20],#0x30
0x3a00L,RET
0x3a04L,STP             X29, X30, [SP,#-0x10+var_30]!
0x3a08L,MOV             X29, SP
0x3a0cL,STP             X23, X24, [SP,#0x30+var_s0]
0x3a10L,MOV             X24, X0
0x3a14L,LDR             W0, [X2,#0x28]
0x3a18L,STP             X21, X22, [SP,#0x30+var_10]
0x3a1cL,STP             X19, X20, [SP,#0x30+var_20]
0x3a20L,MOV             X22, X2
0x3a24L,MOV             X23, X1
0x3a28L,CBNZ            W0, loc_3B10
0x3a2cL,CMP             X23, #0x3F
0x3a30L,B.LS            loc_3AF8
0x3a34L,AND             X0, X24, #3
0x3a38L,CBZ             X0, loc_3AE0
0x3a3cL,CMP             X23, #0x40
0x3a40L,ADD             X20, X22, #0x2C
0x3a44L,B.EQ            loc_3AA8
0x3a48L,MOV             X21, X23
0x3a4cL,MOV             X19, X24
0x3a50L,MOV             X1, #0x40
0x3a54L,MOV             X0, X20
0x3a58L,LDP             X4, X5, [X19]
0x3a5cL,ADD             X19, X19, X1
0x3a60L,MOV             X2, X22
0x3a64L,STP             X4, X5, [X20]
0x3a68L,SUB             X21, X21, #0x40
0x3a6cL,LDP             X4, X5, [X19,#-0x30]
0x3a70L,STP             X4, X5, [X20,#0x10]
0x3a74L,LDP             X4, X5, [X19,#-0x20]
0x3a78L,STP             X4, X5, [X20,#0x20]
0x3a7cL,LDP             X4, X5, [X19,#-0x10]
0x3a80L,STP             X4, X5, [X20,#0x30]
0x3ae0L,AND             X1, X23, #0xFFFFFFFFFFFFFFC0
0x3ae4L,MOV             X0, X24
0x3ae8L,MOV             X2, X22
0x3aecL,ADD             X24, X24, X1
0x3af0L,AND             X23, X23, #0x3F
0x3b10L,MOV             W19, W0
0x3b14L,MOV             X20, #0x80
0x3b18L,SUB             X20, X20, X19
0x3b1cL,ADD             X21, X2, #0x2C
0x3b20L,CMP             X20, X1
0x3b24L,ADD             X0, X21, X19
0x3b28L,CSEL            X20, X20, X1, LS
0x3b2cL,MOV             X1, X24
0x3b30L,MOV             X2, X20
0x3a84L,BL              sub_3A84
0x3a88L,CMP             X21, #0x40
0x3a8cL,B.HI            loc_3A50
0x3a90L,SUB             X1, X23, #0x41
0x3a94L,SUB             X23, X23, #0x40
0x3a98L,UBFM            X0, X1, #6, #0x3F
0x3a9cL,ADD             X1, X0, #1
0x3aa0L,SUB             X23, X23, X0,LSL#6
0x3aa4L,ADD             X24, X24, X1,LSL#6
0x3aa8L,LDR             W19, [X22,#0x28]
0x3aacL,MOV             X1, X24
0x3ab0L,MOV             X2, X23
0x3ab4L,ADD             X0, X20, X19
0x3ab8L,ADD             X19, X23, X19
0x3abcL,BL              sub_3ABC
0x3ac0L,CMP             X19, #0x3F
0x3ac4L,B.HI            loc_3B58
0x3ac8L,STR             W19, [X22,#0x28]
0x3accL,LDP             X19, X20, [SP,#arg_10]
0x3ad0L,LDP             X21, X22, [SP,#arg_20]
0x3ad4L,LDP             X23, X24, [SP,#arg_30]
0x3ad8L,LDP             X29, X30, [SP+arg_0],#0x40
0x3adcL,RET
0x3b58L,MOV             X0, X20
0x3b5cL,MOV             X1, #0x40
0x3b60L,MOV             X2, X22
0x3b64L,SUB             X19, X19, #0x40
0x3af4L,BL              sub_3AF4
0x3af8L,CBNZ            X23, loc_3BBC
