0x0L,push    rbp
0x1d7eL,cmp     [rbp+var_10], 0
0x1d83L,jz      short loc_1D91
0x1d85L,mov     rax, [rbp+var_10]
0x1d89L,mov     rdi, rax        ; ptr
0x1d8cL,call    free
0x1d91L,mov     rax, [rbp+ptr]
0x1d98L,mov     rdi, rax        ; ptr
0x1d9bL,call    free
0x1da0L,mov     rax, [rbp+var_1C8]
0x1da7L,test    rax, rax
0x1daaL,jz      short loc_1DBB
0x1dacL,mov     rax, [rbp+var_1C8]
0x1db3L,mov     rdi, rax        ; ptr
0x1db6L,call    free
0x1dbbL,call    __errno_location
0x1dc0L,mov     dword ptr [rax], 16h
0x1dc6L,mov     eax, 0
0x1dcbL,jmp     locret_2196
0x1dd0L,mov     eax, [rbp+var_1DC]
0x1dd6L,cdqe
0x1dd8L,cmp     rax, [rbp+maxlen]
0x1ddfL,jb      loc_1EE8
0x1de5L,mov     eax, [rbp+var_1DC]
0x1debL,movsxd  rdx, eax
0x1deeL,mov     rax, [rbp+var_38]
0x1df2L,cmp     rdx, rax
0x1df5L,cmovb   rdx, rax
0x1df9L,mov     rax, [rbp+n]
0x1dfdL,add     rax, rdx
0x1e00L,mov     [rbp+var_180], rax
0x1e07L,mov     rax, [rbp+var_180]
0x1e0eL,cmp     rax, [rbp+n]
0x1e12L,jb      loc_211C
0x1e18L,mov     rax, [rbp+var_180]
0x1e1fL,cmp     rax, [rbp+var_38]
0x1e23L,jbe     loc_1EFC
0x1e29L,cmp     [rbp+var_38], 0
0x1e2eL,jz      short loc_1E39
0x1e30L,mov     rax, [rbp+var_38]
0x1e34L,add     rax, rax
0x1e37L,jmp     short loc_1E3E
0x1e39L,mov     eax, 0Ch
0x1e3eL,mov     [rbp+var_38], rax
0x1e42L,mov     rax, [rbp+var_180]
0x1e49L,cmp     rax, [rbp+var_38]
0x1e4dL,jbe     short loc_1E5A
0x1e4fL,mov     rax, [rbp+var_180]
0x1e56L,mov     [rbp+var_38], rax
0x1e5aL,mov     rax, [rbp+var_38]
0x1e5eL,mov     [rbp+var_188], rax
0x1e65L,mov     rax, [rbp+src]
0x1e69L,cmp     rax, [rbp+var_1E8]
0x1e70L,jz      short loc_1E79
0x1e72L,cmp     [rbp+src], 0
0x1e77L,jnz     short loc_1E8E
0x1e79L,mov     rax, [rbp+var_188]
0x1e80L,mov     rdi, rax        ; size
0x1e83L,call    malloc
0x1e88L,mov     [rbp+var_80], rax
0x1e8cL,jmp     short loc_1EA8
0x1e8eL,mov     rdx, [rbp+var_188]
0x1e95L,mov     rax, [rbp+src]
0x1e99L,mov     rsi, rdx        ; size
0x1e9cL,mov     rdi, rax        ; ptr
0x1e9fL,call    realloc
0x1ea4L,mov     [rbp+var_80], rax
0x1ea8L,cmp     [rbp+var_80], 0
0x1eadL,jz      loc_211F
0x1eb3L,mov     rax, [rbp+src]
0x1eb7L,cmp     rax, [rbp+var_1E8]
0x1ebeL,jnz     short loc_1EDE
0x1ec0L,cmp     [rbp+n], 0
0x1ec5L,jz      short loc_1EDE
0x1ec7L,mov     rdx, [rbp+n]    ; n
0x1ecbL,mov     rcx, [rbp+src]
0x1ecfL,mov     rax, [rbp+var_80]
0x1ed3L,mov     rsi, rcx        ; src
0x1ed6L,mov     rdi, rax        ; dest
0x1ed9L,call    memcpy
0x1edeL,mov     rax, [rbp+var_80]
0x1ee2L,mov     [rbp+src], rax
0x1ee6L,jmp     short loc_1EFC
0x1ee8L,mov     eax, [rbp+var_1DC]
0x1eeeL,cdqe
0x1ef0L,add     [rbp+n], rax
0x1ef4L,jmp     short loc_1F02
0x1ef6L,nop
0x1ef7L,jmp     loc_91C
0x1efcL,nop
0x1efdL,jmp     loc_91C
0x1f02L,mov     rax, [rbp+var_28]
0x1f06L,mov     rax, [rax+8]
0x1f0aL,mov     [rbp+var_18], rax
0x1f0eL,add     [rbp+var_20], 1
0x1f13L,add     [rbp+var_28], 58h
0x1f18L,jmp     loc_1AE
0x1f1dL,nop
0x1f1eL,mov     rax, [rbp+n]
0x1f22L,add     rax, 1
0x1f26L,mov     [rbp+var_190], rax
0x1f2dL,mov     rax, [rbp+var_190]
0x1f34L,cmp     rax, [rbp+n]
0x1f38L,jb      loc_2122
0x1f3eL,mov     rax, [rbp+var_190]
0x1f45L,cmp     rax, [rbp+var_38]
0x1f49L,jbe     loc_201B
0x1f4fL,cmp     [rbp+var_38], 0
0x1f54L,jz      short loc_1F5F
0x1f56L,mov     rax, [rbp+var_38]
0x1f5aL,add     rax, rax
0x1f5dL,jmp     short loc_1F64
0x1f5fL,mov     eax, 0Ch
0x1f64L,mov     [rbp+var_38], rax
0x1f68L,mov     rax, [rbp+var_190]
0x1f6fL,cmp     rax, [rbp+var_38]
0x1f73L,jbe     short loc_1F80
0x1f75L,mov     rax, [rbp+var_190]
0x1f7cL,mov     [rbp+var_38], rax
0x1f80L,mov     rax, [rbp+var_38]
0x1f84L,mov     [rbp+var_198], rax
0x1f8bL,mov     rax, [rbp+src]
0x1f8fL,cmp     rax, [rbp+var_1E8]
0x1f96L,jz      short loc_1F9F
0x1f98L,cmp     [rbp+src], 0
0x1f9dL,jnz     short loc_1FB7
0x1f9fL,mov     rax, [rbp+var_198]
0x1fa6L,mov     rdi, rax        ; size
0x1fa9L,call    malloc
0x1faeL,mov     [rbp+var_88], rax
0x1fb5L,jmp     short loc_1FD4
0x1fb7L,mov     rdx, [rbp+var_198]
0x1fbeL,mov     rax, [rbp+src]
0x1fc2L,mov     rsi, rdx        ; size
0x1fc5L,mov     rdi, rax        ; ptr
0x1fc8L,call    realloc
0x1fcdL,mov     [rbp+var_88], rax
0x1fd4L,cmp     [rbp+var_88], 0
0x1fdcL,jz      loc_2125
0x1fe2L,mov     rax, [rbp+src]
0x1fe6L,cmp     rax, [rbp+var_1E8]
0x1fedL,jnz     short loc_2010
0x1fefL,cmp     [rbp+n], 0
0x1ff4L,jz      short loc_2010
0x1ff6L,mov     rdx, [rbp+n]    ; n
0x1ffaL,mov     rcx, [rbp+src]
0x1ffeL,mov     rax, [rbp+var_88]
0x2005L,mov     rsi, rcx        ; src
0x2008L,mov     rdi, rax        ; dest
0x200bL,call    memcpy
0x2010L,mov     rax, [rbp+var_88]
0x2017L,mov     [rbp+src], rax
0x201bL,mov     rdx, [rbp+src]
0x201fL,mov     rax, [rbp+n]
0x2023L,add     rax, rdx
0x2026L,mov     byte ptr [rax], 0
0x2029L,mov     rax, [rbp+src]
0x202dL,cmp     rax, [rbp+var_1E8]
0x2034L,jz      short loc_2077
0x2036L,mov     rax, [rbp+n]
0x203aL,add     rax, 1
0x203eL,cmp     rax, [rbp+var_38]
0x2042L,jnb     short loc_2077
0x2044L,mov     rax, [rbp+n]
0x2048L,lea     rdx, [rax+1]
0x204cL,mov     rax, [rbp+src]
0x2050L,mov     rsi, rdx        ; size
0x2053L,mov     rdi, rax        ; ptr
0x2056L,call    realloc
0x205bL,mov     [rbp+var_1A0], rax
0x2062L,cmp     [rbp+var_1A0], 0
0x206aL,jz      short loc_2077
0x206cL,mov     rax, [rbp+var_1A0]
0x2073L,mov     [rbp+src], rax
0x2077L,cmp     [rbp+var_10], 0
0x207cL,jz      short loc_208A
0x207eL,mov     rax, [rbp+var_10]
0x2082L,mov     rdi, rax        ; ptr
0x2085L,call    free
0x208aL,mov     rax, [rbp+ptr]
0x2091L,mov     rdi, rax        ; ptr
0x2094L,call    free
0x2099L,mov     rax, [rbp+var_1C8]
0x20a0L,test    rax, rax
0x20a3L,jz      short loc_20B4
0x20a5L,mov     rax, [rbp+var_1C8]
0x20acL,mov     rdi, rax        ; ptr
0x20afL,call    free
0x20b4L,mov     rax, [rbp+var_1F0]
0x20bbL,mov     rdx, [rbp+n]
0x20bfL,mov     [rax], rdx
0x20c2L,cmp     [rbp+n], 7FFFFFFFh
0x20caL,ja      short loc_20D5
0x20ccL,mov     rax, [rbp+src]
0x20d0L,jmp     locret_2196
0x20d5L,nop
0x20d6L,mov     rax, [rbp+src]
0x20daL,cmp     rax, [rbp+var_1E8]
0x20e1L,jz      short loc_20EF
0x20e3L,mov     rax, [rbp+src]
0x20e7L,mov     rdi, rax        ; ptr
0x20eaL,call    free
0x20efL,call    __errno_location
0x20f4L,mov     dword ptr [rax], 4Bh ; 'K'
0x20faL,mov     eax, 0
0x20ffL,jmp     locret_2196
0x2104L,nop
0x2105L,jmp     short loc_2126
0x2107L,nop
0x2108L,jmp     short loc_2126
0x210aL,nop
0x210bL,jmp     short loc_2126
0x210dL,nop
0x210eL,jmp     short loc_2126
0x2110L,nop
0x2111L,jmp     short loc_2126
0x2113L,nop
0x2114L,jmp     short loc_2126
0x2116L,nop
0x2117L,jmp     short loc_2126
0x2119L,nop
0x211aL,jmp     short loc_2126
0x211cL,nop
0x211dL,jmp     short loc_2126
0x211fL,nop
0x2120L,jmp     short loc_2126
0x2122L,nop
0x2123L,jmp     short loc_2126
0x2125L,nop
0x2126L,mov     rax, [rbp+src]
0x212aL,cmp     rax, [rbp+var_1E8]
0x2131L,jz      short loc_2146
0x2133L,cmp     [rbp+src], 0
0x2138L,jz      short loc_2146
0x213aL,mov     rax, [rbp+src]
0x213eL,mov     rdi, rax        ; ptr
0x2141L,call    free
0x2146L,cmp     [rbp+var_10], 0
0x214bL,jz      short loc_215C
0x214dL,mov     rax, [rbp+var_10]
0x2151L,mov     rdi, rax        ; ptr
0x2154L,call    free
0x2159L,jmp     short loc_215C
0x215bL,nop
0x215cL,mov     rax, [rbp+ptr]
0x2163L,mov     rdi, rax        ; ptr
0x2166L,call    free
0x216bL,mov     rax, [rbp+var_1C8]
0x2172L,test    rax, rax
0x2175L,jz      short loc_2186
0x2177L,mov     rax, [rbp+var_1C8]
0x217eL,mov     rdi, rax        ; ptr
0x2181L,call    free
0x2186L,call    __errno_location
0x218bL,mov     dword ptr [rax], 0Ch
0x2191L,mov     eax, 0
0x2196L,leave
0x2197L,retn
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,sub     rsp, 50h
0x8L,mov     [rbp+stream], rdi
0xcL,mov     [rbp+var_30], rsi
0x10L,mov     [rbp+var_38], rdx
0x14L,mov     [rbp+var_40], rcx
0x18L,mov     [rbp+arg], r8
0x1cL,lea     rax, [rbp+var_20]
0x20L,mov     rdx, [rbp+arg]
0x24L,mov     rcx, [rdx]
0x27L,mov     [rax], rcx
0x2aL,mov     rcx, [rdx+8]
0x2eL,mov     [rax+8], rcx
0x32L,mov     rdx, [rdx+10h]
0x36L,mov     [rax+10h], rdx
0x3aL,mov     [rbp+var_8], 0
0x42L,jmp     short loc_49
0x44L,add     [rbp+var_8], 1
0x49L,mov     eax, [rbp+var_20]
0x4cL,cmp     eax, 30h ; '0'
0x4fL,jnb     short loc_68
0x51L,mov     rax, [rbp+var_10]
0x55L,mov     edx, [rbp+var_20]
0x58L,mov     edx, edx
0x5aL,add     rax, rdx
0x5dL,mov     edx, [rbp+var_20]
0x60L,add     edx, 8
0x63L,mov     [rbp+var_20], edx
0x66L,jmp     short loc_74
0x68L,mov     rax, [rbp+var_18]
0x6cL,lea     rdx, [rax+8]
0x70L,mov     [rbp+var_18], rdx
0x74L,mov     rax, [rax]
0x77L,test    rax, rax
0x7aL,jnz     short loc_44
0x7cL,cmp     [rbp+var_30], 0
0x81L,jz      short loc_AA
0x83L,mov     rsi, [rbp+var_40]
0x87L,mov     rcx, [rbp+var_38]
0x8bL,mov     rdx, [rbp+var_30]
0x8fL,mov     rax, [rbp+stream]
0x93L,mov     r8, rsi
0x96L,mov     esi, offset format; "%s (%s) %s\n"
0x9bL,mov     rdi, rax        ; stream
0x9eL,mov     eax, 0
0xa3L,call    fprintf
0xa8L,jmp     short loc_C8
0xaaL,mov     rcx, [rbp+var_40]
0xaeL,mov     rdx, [rbp+var_38]
0xb2L,mov     rax, [rbp+stream]
0xb6L,mov     esi, offset aSS ; "%s %s\n"
0xbbL,mov     rdi, rax        ; stream
0xbeL,mov     eax, 0
0xc3L,call    fprintf
0xc8L,mov     rax, [rbp+stream]
0xccL,mov     ecx, 7D6h
0xd1L,mov     edx, offset aC  ; "(C)"
0xd6L,mov     esi, offset version_etc_copyright; format
0xdbL,mov     rdi, rax        ; stream
0xdeL,mov     eax, 0
0xe3L,call    fprintf
0xe8L,mov     rax, [rbp+stream]
0xecL,mov     rcx, rax        ; stream
0xefL,mov     edx, 0CCh ; 'Ã' ; n
0xf4L,mov     esi, 1          ; size
0xf9L,mov     edi, offset aThisIsFreeSoft; "\nThis is free software.  You may redis"...
0xfeL,call    fwrite_unlocked
0x103L,cmp     [rbp+var_8], 9  ; switch 10 cases 
0x108L,ja      loc_201         ; jumptable 000000000000011F default case
0x10eL,mov     rax, [rbp+var_8]
0x112L,shl     rax, 3
0x116L,add     rax, offset off_548
0x11cL,mov     rax, [rax]
0x11fL,jmp     rax             ; switch jump
0x121L,call    abort           ; jumptable 000000000000011F case 0
0x126L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 1
0x12aL,mov     rax, [rbp+stream]
0x12eL,mov     esi, offset aWrittenByS_; "Written by %s.\n"
0x133L,mov     rdi, rax        ; s
0x136L,call    vfprintf
0x13bL,jmp     loc_217
0x140L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 2
0x144L,mov     rax, [rbp+stream]
0x148L,mov     esi, offset aWrittenBySAndS; "Written by %s and %s.\n"
0x14dL,mov     rdi, rax        ; s
0x150L,call    vfprintf
0x155L,jmp     loc_217
0x15aL,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 3
0x15eL,mov     rax, [rbp+stream]
0x162L,mov     esi, offset aWrittenBySSAnd; "Written by %s, %s, and %s.\n"
0x167L,mov     rdi, rax        ; s
0x16aL,call    vfprintf
0x16fL,jmp     loc_217
0x174L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 4
0x178L,mov     rax, [rbp+stream]
0x17cL,mov     esi, offset aWrittenBySSSAn; "Written by %s, %s, %s,\nand %s.\n"
0x181L,mov     rdi, rax        ; s
0x184L,call    vfprintf
0x189L,jmp     loc_217
0x18eL,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 5
0x192L,mov     rax, [rbp+stream]
0x196L,mov     esi, offset aWrittenBySSSSA; "Written by %s, %s, %s,\n%s, and %s.\n"
0x19bL,mov     rdi, rax        ; s
0x19eL,call    vfprintf
0x1a3L,jmp     short loc_217
0x1a5L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 6
0x1a9L,mov     rax, [rbp+stream]
0x1adL,mov     esi, offset aWrittenBySSSSS; "Written by %s, %s, %s,\n%s, %s, and %s."...
0x1b2L,mov     rdi, rax        ; s
0x1b5L,call    vfprintf
0x1baL,jmp     short loc_217
0x1bcL,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 7
0x1c0L,mov     rax, [rbp+stream]
0x1c4L,mov     esi, offset aWrittenBySSS_0; "Written by %s, %s, %s,\n%s, %s, %s, and"...
0x1c9L,mov     rdi, rax        ; s
0x1ccL,call    vfprintf
0x1d1L,jmp     short loc_217
0x1d3L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 8
0x1d7L,mov     rax, [rbp+stream]
0x1dbL,mov     esi, offset aWrittenBySSS_1; "Written by %s, %s, %s,\n%s, %s, %s, %s,"...
0x1e0L,mov     rdi, rax        ; s
0x1e3L,call    vfprintf
0x1e8L,jmp     short loc_217
0x1eaL,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F case 9
0x1eeL,mov     rax, [rbp+stream]
0x1f2L,mov     esi, offset aWrittenBySSS_2; "Written by %s, %s, %s,\n%s, %s, %s, %s,"...
0x1f7L,mov     rdi, rax        ; s
0x1faL,call    vfprintf
0x1ffL,jmp     short loc_217
0x201L,mov     rdx, [rbp+arg]  ; jumptable 000000000000011F default case
0x205L,mov     rax, [rbp+stream]
0x209L,mov     esi, offset aWrittenBySSS_3; "Written by %s, %s, %s,\n%s, %s, %s, %s,"...
0x20eL,mov     rdi, rax        ; s
0x211L,call    vfprintf
0x216L,nop
0x217L,nop
0x218L,leave
0x219L,retn
0x21aL,push    rbp
0x21bL,mov     rbp, rsp
0x21eL,sub     rsp, 0F0h
0x225L,mov     [rbp+var_D8], rdi
0x22cL,mov     [rbp+var_E0], rsi
0x233L,mov     [rbp+var_E8], rdx
0x23aL,mov     [rbp+var_F0], rcx
0x241L,mov     [rbp+var_90], r8
0x248L,mov     [rbp+var_88], r9
0x24fL,test    al, al
0x251L,jz      short loc_273
0x253L,movaps  [rbp+var_80], xmm0
0x257L,movaps  [rbp+var_70], xmm1
0x25bL,movaps  [rbp+var_60], xmm2
0x25fL,movaps  [rbp+var_50], xmm3
0x263L,movaps  [rbp+var_40], xmm4
0x267L,movaps  [rbp+var_30], xmm5
0x26bL,movaps  [rbp+var_20], xmm6
0x26fL,movaps  [rbp+var_10], xmm7
0x273L,mov     [rbp+var_C8], 20h ; ' '
0x27dL,mov     [rbp+var_C4], 30h ; '0'
0x287L,lea     rax, [rbp+arg_0]
0x28bL,mov     [rbp+var_C0], rax
0x292L,lea     rax, [rbp+var_B0]
0x299L,mov     [rbp+var_B8], rax
0x2a0L,lea     rdi, [rbp+var_C8]
0x2a7L,mov     rcx, [rbp+var_F0]
0x2aeL,mov     rdx, [rbp+var_E8]
0x2b5L,mov     rsi, [rbp+var_E0]
0x2bcL,mov     rax, [rbp+var_D8]
0x2c3L,mov     r8, rdi
0x2c6L,mov     rdi, rax
0x2c9L,call    version_etc_va
0x2ceL,nop
0x2cfL,leave
0x2d0L,retn
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,mov     eax, cs:exit_failure
0xaL,mov     ecx, offset aMemoryExhauste; "memory exhausted"
0xfL,mov     edx, offset format; "%s"
0x14L,mov     esi, 0          ; errnum
0x19L,mov     edi, eax        ; status
0x1bL,mov     eax, 0
0x20L,call    error
0x25L,call    abort
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,sub     rsp, 30h
0x8L,mov     [rbp+var_18], rdi
0xcL,mov     [rbp+var_1C], esi
0xfL,mov     [rbp+var_28], rdx
0x13L,mov     eax, [rbp+var_1C]
0x16L,or      ah, 2
0x19L,mov     ecx, eax
0x1bL,mov     rdx, [rbp+var_28]; int (*)(const FTSENT **, const FTSENT **)
0x1fL,mov     rax, [rbp+var_18]
0x23L,mov     esi, ecx        ; int
0x25L,mov     rdi, rax        ; char **
0x28L,call    fts_open
0x2dL,mov     [rbp+var_10], rax
0x31L,cmp     [rbp+var_10], 0
0x36L,jnz     short loc_94
0x38L,mov     [rbp+var_1], 0
0x3cL,jmp     short loc_55
0x3eL,mov     rax, [rbp+var_18]
0x42L,mov     rax, [rax]
0x45L,movzx   eax, byte ptr [rax]
0x48L,test    al, al
0x4aL,jnz     short loc_50
0x4cL,mov     [rbp+var_1], 1
0x50L,add     [rbp+var_18], 8
0x55L,mov     rax, [rbp+var_18]
0x59L,mov     rax, [rax]
0x5cL,test    rax, rax
0x5fL,jnz     short loc_3E
0x61L,cmp     [rbp+var_1], 0
0x65L,jz      short loc_8F
0x67L,mov     edi, offset byte_9C
0x6cL,call    quote
0x71L,mov     rcx, rax
0x74L,mov     edx, offset format; "invalid argument: %s"
0x79L,mov     esi, 0          ; errnum
0x7eL,mov     edi, 1          ; status
0x83L,mov     eax, 0
0x88L,call    error
0x8dL,jmp     short loc_94
0x8fL,call    xalloc_die
0x94L,mov     rax, [rbp+var_10]
0x98L,leave
0x99L,retn
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,sub     rsp, 10h
0x8L,mov     esi, 0          ; size
0xdL,mov     edi, 0          ; buf
0x12L,call    getcwd
0x17L,mov     [rbp+var_8], rax
0x1bL,cmp     [rbp+var_8], 0
0x20L,jnz     short loc_33
0x22L,call    __errno_location
0x27L,mov     eax, [rax]
0x29L,cmp     eax, 0Ch
0x2cL,jnz     short loc_33
0x2eL,call    xalloc_die
0x33L,mov     rax, [rbp+var_8]
0x37L,leave
0x38L,retn
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,sub     rsp, 20h
0x8L,mov     [rbp+name], 0
0x10L,mov     [rbp+var_20], 22h
0x18L,lea     rdx, [rbp+var_20]
0x1cL,mov     rax, [rbp+name]
0x20L,mov     rsi, rdx
0x23L,mov     rdi, rax
0x26L,call    x2realloc
0x2bL,mov     [rbp+name], rax
0x2fL,mov     rax, [rbp+var_20]
0x33L,sub     rax, 1
0x37L,mov     [rbp+len], rax
0x3bL,mov     rax, [rbp+len]
0x3fL,lea     rdx, [rax-1]
0x43L,mov     rax, [rbp+name]
0x47L,add     rax, rdx
0x4aL,mov     byte ptr [rax], 0
0x4dL,call    __errno_location
0x52L,mov     dword ptr [rax], 0
0x58L,mov     rdx, [rbp+len]
0x5cL,mov     rax, [rbp+name]
0x60L,mov     rsi, rdx        ; len
0x63L,mov     rdi, rax        ; name
0x66L,call    gethostname
0x6bL,test    eax, eax
0x6dL,jnz     short loc_87
0x6fL,mov     rax, [rbp+len]
0x73L,lea     rdx, [rax-1]
0x77L,mov     rax, [rbp+name]
0x7bL,add     rax, rdx
0x7eL,movzx   eax, byte ptr [rax]
0x81L,test    al, al
0x83L,jnz     short loc_18
0x85L,jmp     short loc_EC
0x87L,call    __errno_location
0x8cL,mov     eax, [rax]
0x8eL,test    eax, eax
0x90L,jz      short loc_18
0x92L,call    __errno_location
0x97L,mov     eax, [rax]
0x99L,cmp     eax, 24h ; '$'
0x9cL,jz      loc_18
0xa2L,call    __errno_location
0xa7L,mov     eax, [rax]
0xa9L,cmp     eax, 16h
0xacL,jz      loc_18
0xb2L,call    __errno_location
0xb7L,mov     eax, [rax]
0xb9L,cmp     eax, 0Ch
0xbcL,jz      loc_18
0xc2L,call    __errno_location
0xc7L,mov     eax, [rax]
0xc9L,mov     [rbp+var_14], eax
0xccL,mov     rax, [rbp+name]
0xd0L,mov     rdi, rax        ; ptr
0xd3L,call    free
0xd8L,call    __errno_location
0xddL,mov     rdx, rax
0xe0L,mov     eax, [rbp+var_14]
0xe3L,mov     [rdx], eax
0xe5L,mov     eax, 0
0xeaL,jmp     short locret_F0
0xecL,mov     rax, [rbp+name]
0xf0L,leave
0xf1L,retn
0x0L,push    rbp
0x1L,mov     rbp, rsp
0x4L,sub     rsp, 10h
0x8L,mov     [rbp+var_8], rdi
0xcL,mov     [rbp+var_10], rsi
0x10L,mov     rax, 0FFFFFFFFFFFFFFFFh
0x17L,mov     edx, 0
0x1cL,div     [rbp+var_10]
0x20L,cmp     rax, [rbp+var_8]
0x24L,jnb     short loc_2B
0x26L,call    xalloc_die
0x2bL,mov     rax, [rbp+var_8]
0x2fL,imul    rax, [rbp+var_10]
0x34L,mov     rdi, rax
0x37L,call    xmalloc
0x3cL,leave
0x3dL,retn
0x3eL,push    rbp
0x3fL,mov     rbp, rsp
0x42L,sub     rsp, 20h
0x46L,mov     [rbp+var_8], rdi
0x4aL,mov     [rbp+var_10], rsi
0x4eL,mov     [rbp+var_18], rdx
0x52L,mov     rax, 0FFFFFFFFFFFFFFFFh
0x59L,mov     edx, 0
0x5eL,div     [rbp+var_18]
0x62L,cmp     rax, [rbp+var_10]
0x66L,jnb     short loc_6D
0x68L,call    xalloc_die
0x6dL,mov     rax, [rbp+var_10]
0x71L,imul    rax, [rbp+var_18]
0x76L,mov     rdx, rax
0x79L,mov     rax, [rbp+var_8]
0x7dL,mov     rsi, rdx
0x80L,mov     rdi, rax
0x83L,call    xrealloc
0x88L,leave
0x89L,retn
0x8aL,push    rbp
0x8bL,mov     rbp, rsp
0x8eL,sub     rsp, 30h
0x92L,mov     [rbp+var_18], rdi
0x96L,mov     [rbp+var_20], rsi
0x9aL,mov     [rbp+var_28], rdx
0x9eL,mov     rax, [rbp+var_20]
0xa2L,mov     rax, [rax]
0xa5L,mov     [rbp+var_8], rax
0xa9L,cmp     [rbp+var_18], 0
0xaeL,jnz     short loc_DA
0xb0L,cmp     [rbp+var_8], 0
0xb5L,jnz     short loc_FC
0xb7L,mov     eax, 40h ; '@'
0xbcL,mov     edx, 0
0xc1L,div     [rbp+var_28]
0xc5L,mov     [rbp+var_8], rax
0xc9L,cmp     [rbp+var_8], 0
0xceL,setz    al
0xd1L,movzx   eax, al
0xd4L,add     [rbp+var_8], rax
0xd8L,jmp     short loc_FC
0xdaL,mov     rax, 7FFFFFFFFFFFFFFFh
0xe4L,mov     edx, 0
0xe9L,div     [rbp+var_28]
0xedL,cmp     rax, [rbp+var_8]
0xf1L,jnb     short loc_F8
0xf3L,call    xalloc_die
0xf8L,shl     [rbp+var_8], 1
0xfcL,mov     rax, [rbp+var_20]
0x100L,mov     rdx, [rbp+var_8]
0x104L,mov     [rax], rdx
0x107L,mov     rax, [rbp+var_8]
0x10bL,imul    rax, [rbp+var_28]
0x110L,mov     rdx, rax
0x113L,mov     rax, [rbp+var_18]
0x117L,mov     rsi, rdx
0x11aL,mov     rdi, rax
0x11dL,call    xrealloc
0x122L,leave
0x123L,retn
0x124L,push    rbp
0x125L,mov     rbp, rsp
0x128L,sub     rsp, 10h
0x12cL,mov     [rbp+var_8], rdi
0x130L,mov     rax, [rbp+var_8]
0x134L,mov     rdi, rax
0x137L,call    xmalloc
0x13cL,leave
0x13dL,retn
0x13eL,push    rbp
0x13fL,mov     rbp, rsp
0x142L,sub     rsp, 20h
0x146L,mov     [rbp+size], rdi
0x14aL,mov     rax, [rbp+size]
0x14eL,mov     rdi, rax        ; size
0x151L,call    malloc
0x156L,mov     [rbp+var_8], rax
0x15aL,cmp     [rbp+var_8], 0
0x15fL,jnz     short loc_16D
0x161L,cmp     [rbp+size], 0
0x166L,jz      short loc_16D
0x168L,call    xalloc_die
0x16dL,mov     rax, [rbp+var_8]
0x171L,leave
0x172L,retn
0x173L,push    rbp
0x174L,mov     rbp, rsp
0x177L,sub     rsp, 10h
0x17bL,mov     [rbp+ptr], rdi
0x17fL,mov     [rbp+size], rsi
0x183L,mov     rdx, [rbp+size]
0x187L,mov     rax, [rbp+ptr]
0x18bL,mov     rsi, rdx        ; size
0x18eL,mov     rdi, rax        ; ptr
0x191L,call    realloc
0x196L,mov     [rbp+ptr], rax
0x19aL,cmp     [rbp+ptr], 0
0x19fL,jnz     short loc_1AD
0x1a1L,cmp     [rbp+size], 0
0x1a6L,jz      short loc_1AD
0x1a8L,call    xalloc_die
0x1adL,mov     rax, [rbp+ptr]
0x1b1L,leave
0x1b2L,retn
0x1b3L,push    rbp
0x1b4L,mov     rbp, rsp
0x1b7L,sub     rsp, 10h
0x1bbL,mov     [rbp+var_8], rdi
0x1bfL,mov     [rbp+var_10], rsi
0x1c3L,mov     rcx, [rbp+var_10]
0x1c7L,mov     rax, [rbp+var_8]
0x1cbL,mov     edx, 1
0x1d0L,mov     rsi, rcx
0x1d3L,mov     rdi, rax
0x1d6L,call    x2nrealloc
0x1dbL,leave
0x1dcL,retn
0x1ddL,push    rbp
0x1deL,mov     rbp, rsp
0x1e1L,sub     rsp, 10h
0x1e5L,mov     [rbp+n], rdi
0x1e9L,mov     rax, [rbp+n]
0x1edL,mov     rdi, rax
0x1f0L,call    xmalloc
0x1f5L,mov     rcx, rax
0x1f8L,mov     rax, [rbp+n]
0x1fcL,mov     rdx, rax        ; n
0x1ffL,mov     esi, 0          ; c
0x204L,mov     rdi, rcx        ; s
0x207L,call    memset
0x20cL,leave
0x20dL,retn
0x20eL,push    rbp
0x20fL,mov     rbp, rsp
0x212L,sub     rsp, 20h
0x216L,mov     [rbp+nmemb], rdi
0x21aL,mov     [rbp+size], rsi
0x21eL,mov     rdx, [rbp+size]
0x222L,mov     rax, [rbp+nmemb]
0x226L,mov     rsi, rdx        ; size
0x229L,mov     rdi, rax        ; nmemb
0x22cL,call    calloc
