0x8000000L,mov     eax, [esp+mode]
0x80002c0L,mov     [ebp+edx*4+var_30], eax
0x80002c4L,mov     edx, [ebp+var_4C]
0x80002c7L,mov     eax, edx
0x80002c9L,inc     eax
0x80002caL,cmp     edx, eax
0x80002ccL,ja      loc_8000890
0x80002d2L,cmp     ebx, eax
0x80002d4L,jnb     short loc_800033C
0x80002d6L,mov     edx, 0Ch
0x80002dbL,test    ebx, ebx
0x80002ddL,jz      short loc_80002E2
0x80002dfL,lea     edx, [ebx+ebx]
0x80002e2L,mov     ebx, edx
0x80002e4L,cmp     edx, eax
0x80002e6L,jb      loc_8000698
0x80002ecL,mov     esi, [ebp+dest]
0x80002efL,mov     [ebp+src], ecx
0x80002f2L,cmp     esi, [ebp+arg_0]
0x80002f5L,setz    byte ptr [ebp+n]
0x80002f9L,test    esi, esi
0x80002fbL,mov     al, byte ptr [ebp+n]
0x80002feL,jz      loc_80007D8
0x8000304L,test    al, al
0x8000306L,jnz     loc_80007D8
0x800030cL,push    eax
0x800030dL,push    eax
0x800030eL,mov     eax, [ebp+dest]
0x8000311L,push    ebx             ; size
0x8000312L,push    eax             ; ptr
0x8000313L,call    realloc
0x8000318L,add     esp, 10h
0x800031bL,mov     esi, eax
0x800031dL,mov     ecx, [ebp+src]
0x8000320L,test    esi, esi
0x8000322L,jz      loc_8000890
0x8000328L,mov     eax, [ebp+var_4C]
0x800032bL,test    eax, eax
0x800032dL,jz      short loc_8000339
0x800032fL,cmp     byte ptr [ebp+n], 0
0x8000333L,jnz     loc_80008F8
0x8000339L,mov     [ebp+dest], esi
0x800033cL,mov     eax, [ebp+dest]
0x800033fL,mov     esi, [ebp+var_4C]
0x8000342L,mov     [ebp+n], edi
0x8000345L,mov     [ebp+src], ecx
0x8000348L,mov     byte ptr [eax+esi], 0
0x800034cL,mov     esi, ebx
0x800034eL,mov     edi, [ebp+var_4C]
0x8000351L,mov     eax, [ebp+ptr]
0x8000354L,sub     esi, edi
0x8000356L,mov     [ebp+var_3C], 0FFFFFFFFh
0x800035dL,cmp     eax, 11h        ; switch 18 cases 
0x8000360L,ja      loc_8000800     ; jumptable 08000366 default case
0x8000366L,jmp     ds:off_8000B68[eax*4]; switch jump
0x8000370L,mov     eax, [ebp+n]    ; jumptable 08000366 cases 5-8,13-17
0x8000373L,mov     edi, [ebp+var_34]
0x8000376L,mov     eax, [eax+28h]
0x8000379L,shl     eax, 4
0x800037cL,add     eax, edi
0x800037eL,mov     edi, [ebp+var_5C]
0x8000381L,cmp     edi, 1
0x8000384L,mov     eax, [eax+4]
0x8000387L,jz      loc_80005B8
0x800038dL,cmp     edi, 2
0x8000390L,jnz     loc_80004A0
0x8000396L,lea     ecx, [ebp+var_3C]
0x8000399L,push    edx
0x800039aL,push    ecx
0x800039bL,push    eax
0x800039cL,mov     edi, [ebp+var_2C]
0x800039fL,push    edi
0x80003a0L,mov     ecx, [ebp+var_30]
0x80003a3L,push    ecx
0x80003a4L,mov     eax, [ebp+format]
0x80003a7L,mov     edx, [ebp+var_4C]
0x80003aaL,push    eax             ; format
0x80003abL,mov     eax, [ebp+dest]
0x80003aeL,add     eax, edx
0x80003b0L,push    esi             ; maxlen
0x80003b1L,push    eax             ; s
0x80003b2L,mov     edi, eax
0x80003b4L,call    snprintf
0x80003b9L,add     esp, 20h
0x80003bcL,mov     ecx, [ebp+var_3C]
0x80003bfL,test    ecx, ecx
0x80003c1L,js      loc_80004D0
0x80003c7L,mov     edx, ecx
0x80003c9L,cmp     esi, ecx
0x80003cbL,jbe     short loc_80003D7
0x80003cdL,cmp     byte ptr [edi+ecx], 0
0x80003d1L,jnz     loc_8000800     ; jumptable 08000366 default case
0x80003d7L,cmp     eax, ecx
0x80003d9L,jle     short loc_80003E0
0x80003dbL,mov     [ebp+var_3C], eax
0x80003deL,mov     edx, eax
0x80003e0L,cmp     esi, edx
0x80003e2L,ja      loc_8000AF8
0x80003e8L,cmp     edx, ebx
0x80003eaL,jnb     short loc_80003EE
0x80003ecL,mov     edx, ebx
0x80003eeL,add     edx, [ebp+var_4C]
0x80003f1L,jb      loc_8000890
0x80003f7L,cmp     ebx, edx
0x80003f9L,jnb     loc_800034C
0x80003ffL,mov     eax, 0Ch
0x8000404L,test    ebx, ebx
0x8000406L,jz      short loc_800040B
0x8000408L,lea     eax, [ebx+ebx]
0x800040bL,mov     ebx, eax
0x800040dL,cmp     eax, edx
0x800040fL,jnb     short loc_8000413
0x8000411L,mov     ebx, edx
0x8000413L,mov     eax, [ebp+dest]
0x8000416L,cmp     eax, [ebp+arg_0]
0x8000419L,setz    dl
0x800041cL,mov     [ebp+var_6D], dl
0x800041fL,test    eax, eax
0x8000421L,jz      loc_80005F0
0x8000427L,test    dl, dl
0x8000429L,jnz     loc_80005F0
0x800042fL,push    eax
0x8000430L,push    eax
0x8000431L,mov     eax, [ebp+dest]
0x8000434L,push    ebx             ; size
0x8000435L,push    eax             ; ptr
0x8000436L,call    realloc
0x800043bL,add     esp, 10h
0x800043eL,mov     esi, eax
0x8000440L,mov     dl, [ebp+var_6D]
0x8000443L,test    esi, esi
0x8000445L,jz      loc_8000890
0x800044bL,test    dl, dl
0x800044dL,jz      short loc_800045A
0x800044fL,mov     eax, [ebp+var_4C]
0x8000452L,test    eax, eax
0x8000454L,jnz     loc_8000870
0x800045aL,mov     [ebp+dest], esi
0x800045dL,jmp     loc_800034C
0x8000468L,mov     eax, [ebp+n]    ; jumptable 08000366 cases 9,10
0x800046bL,mov     edx, [ebp+var_34]
0x800046eL,mov     edi, [ebp+var_5C]
0x8000471L,mov     eax, [eax+28h]
0x8000474L,shl     eax, 4
0x8000477L,add     eax, edx
0x8000479L,cmp     edi, 1
0x800047cL,mov     edx, [eax+8]
0x800047fL,mov     eax, [eax+4]
0x8000482L,jz      loc_80007F0
0x8000488L,cmp     edi, 2
0x800048bL,jnz     loc_8000958
0x8000491L,lea     ecx, [ebp+var_3C]
0x8000494L,push    ecx
0x8000495L,push    edx
0x8000496L,jmp     loc_800039B
0x80004a0L,sub     esp, 0Ch
0x80004a3L,lea     edi, [ebp+var_3C]
0x80004a6L,push    edi
0x80004a7L,push    eax
0x80004a8L,jmp     loc_80003A4
0x80004b0L,sub     esp, 0Ch
0x80004b3L,push    ebx             ; size
0x80004b4L,call    malloc
0x80004b9L,add     esp, 10h
0x80004bcL,mov     [ebp+dest], eax
0x80004bfL,mov     ecx, [ebp+n]
0x80004c2L,mov     edx, [ebp+src]
0x80004c5L,jmp     loc_800010A
0x80004d0L,mov     edi, [ebp+src]
0x80004d3L,cmp     byte ptr [edi+1], 0
0x80004d7L,jz      loc_8000640
0x80004ddL,mov     byte ptr [edi+1], 0
0x80004e1L,jmp     loc_800034C
0x80004e8L,cmp     dword ptr [edi+28h], 0FFFFFFFFh
0x80004ecL,jnz     loc_8000800     ; jumptable 08000366 default case
0x80004f2L,mov     eax, [ebp+var_4C]
0x80004f5L,lea     esi, [eax+1]
0x80004f8L,cmp     eax, esi
0x80004faL,ja      loc_8000890
0x8000500L,cmp     ebx, esi
0x8000502L,jnb     short loc_8000564
0x8000504L,mov     eax, 0Ch
0x8000509L,test    ebx, ebx
0x800050bL,jz      short loc_8000510
0x800050dL,lea     eax, [ebx+ebx]
0x8000510L,mov     ebx, eax
0x8000512L,cmp     eax, esi
0x8000514L,jb      loc_80007B8
0x800051aL,mov     ecx, [ebp+dest]
0x800051dL,cmp     ecx, [ebp+arg_0]
0x8000520L,setz    byte ptr [ebp+ptr]
0x8000524L,test    ecx, ecx
0x8000526L,mov     al, byte ptr [ebp+ptr]
0x8000529L,jz      loc_8000808
0x800052fL,test    al, al
0x8000531L,jnz     loc_8000808
0x8000537L,push    eax
0x8000538L,push    eax
0x8000539L,mov     eax, [ebp+dest]
0x800053cL,push    ebx             ; size
0x800053dL,push    eax             ; ptr
0x800053eL,call    realloc
0x8000543L,add     esp, 10h
0x8000546L,mov     edx, eax
0x8000548L,test    edx, edx
0x800054aL,jz      loc_8000890
0x8000550L,mov     eax, [ebp+var_4C]
0x8000553L,test    eax, eax
0x8000555L,jz      short loc_8000561
0x8000557L,cmp     byte ptr [ebp+ptr], 0
0x800055bL,jnz     loc_8000968
0x8000561L,mov     [ebp+dest], edx
0x8000564L,mov     eax, [ebp+dest]
0x8000567L,mov     ecx, [ebp+var_4C]
0x800056aL,mov     [ebp+ptr], eax
0x800056dL,mov     byte ptr [eax+ecx], 25h
0x8000571L,mov     edx, [edi+4]
0x8000574L,mov     eax, [ebp+var_60]
0x8000577L,add     edi, 2Ch
0x800057aL,inc     eax
0x800057bL,mov     [ebp+var_60], eax
0x800057eL,mov     eax, [edi]
0x8000580L,cmp     eax, edx
0x8000582L,jnz     loc_80000A0
0x8000588L,mov     eax, [ebp+ptr]
0x800058bL,mov     [ebp+var_4C], esi
0x800058eL,mov     [ebp+dest], eax
0x8000591L,jmp     loc_800014E
0x8000598L,mov     eax, [ebp+n]    ; jumptable 08000366 case 3
0x800059bL,mov     edi, [ebp+var_34]
0x800059eL,mov     eax, [eax+28h]
0x80005a1L,shl     eax, 4
0x80005a4L,add     eax, edi
0x80005a6L,mov     edi, [ebp+var_5C]
0x80005a9L,cmp     edi, 1
0x80005acL,movsx   eax, word ptr [eax+4]
0x80005b0L,jnz     loc_800038D
0x80005b6L,xchg    ax, ax
0x80005b8L,push    ecx
0x80005b9L,push    ecx
0x80005baL,lea     ecx, [ebp+var_3C]
0x80005bdL,push    ecx
0x80005beL,push    eax
0x80005bfL,jmp     loc_80003A0
0x80005c8L,mov     eax, [ebp+format]
0x80005cbL,mov     byte ptr [eax+1], 27h
0x80005cfL,lea     ecx, [eax+2]
0x80005d2L,mov     eax, [edi+8]
0x80005d5L,jmp     loc_800019D
0x80005e0L,mov     eax, [ebp+ptr]
0x80005e3L,mov     [ebp+dest], eax
0x80005e6L,jmp     loc_800013D
0x80005f0L,sub     esp, 0Ch
0x80005f3L,push    ebx             ; size
0x80005f4L,call    malloc
0x80005f9L,add     esp, 10h
0x80005fcL,mov     esi, eax
0x80005feL,mov     dl, [ebp+var_6D]
0x8000601L,jmp     loc_8000443
0x8000608L,shl     edx, 4
0x800060bL,mov     ecx, [ebp+var_34]
0x800060eL,add     edx, ecx
0x8000610L,mov     eax, [edx]
0x8000612L,sub     eax, 12h        ; switch 5 cases 
0x8000615L,cmp     eax, 4
0x8000618L,ja      loc_8000800     ; jumptable 08000366 default case
0x800061eL,jmp     ds:off_8000BB0[eax*4]; switch jump
0x8000628L,mov     [ebp+var_5C], edx
0x800062bL,jmp     loc_80002C4
0x8000630L,mov     [ebp+var_5C], 1
0x8000637L,xor     edx, edx
0x8000639L,jmp     loc_80002A0
0x8000640L,test    eax, eax
0x8000642L,jns     loc_80003DB
0x8000648L,mov     eax, ebx
0x800064aL,cmp     ebx, 0Ch
0x800064dL,jb      loc_80009A8
0x8000653L,add     eax, [ebp+var_4C]
0x8000656L,jb      loc_8000890
0x800065cL,cmp     ebx, eax
0x800065eL,jnb     loc_800034C
0x8000664L,mov     edx, 0Ch
0x8000669L,test    ebx, ebx
0x800066bL,jz      short loc_8000670
0x800066dL,lea     edx, [ebx+ebx]
0x8000670L,mov     ebx, edx
0x8000672L,cmp     edx, eax
0x8000674L,jnb     loc_8000413
0x800067aL,mov     ebx, eax
0x800067cL,jmp     loc_8000413
0x8000688L,mov     byte ptr [ecx], 4Ch; jumptable 0800021C case 12
0x800068bL,inc     ecx
0x800068cL,jmp     loc_8000260     ; jumptable 0800021C default case
0x8000698L,mov     ebx, eax
0x800069aL,jmp     loc_80002EC
0x80006a0L,mov     eax, [ebp+n]    ; jumptable 08000366 case 11
0x80006a3L,mov     edx, [ebp+var_34]
0x80006a6L,mov     eax, [eax+28h]
0x80006a9L,shl     eax, 4
0x80006acL,add     eax, edx
0x80006aeL,fld     qword ptr [eax+4]
0x80006b1L,mov     eax, [ebp+var_5C]
0x80006b4L,cmp     eax, 1
0x80006b7L,jz      loc_80009D0
0x80006bdL,cmp     eax, 2
0x80006c0L,jnz     loc_8000998
0x80006c6L,lea     eax, [ebp+var_3C]
0x80006c9L,push    eax
0x80006caL,push    eax
0x80006cbL,push    eax
0x80006ccL,fstp    qword ptr [esp]
0x80006cfL,jmp     loc_800039C
0x80006d8L,mov     eax, [ebp+n]    ; jumptable 08000366 case 12
0x80006dbL,mov     edi, [ebp+var_34]
0x80006deL,mov     eax, [eax+28h]
0x80006e1L,shl     eax, 4
0x80006e4L,add     eax, edi
0x80006e6L,fld     tbyte ptr [eax+4]
0x80006e9L,mov     eax, [ebp+var_5C]
0x80006ecL,cmp     eax, 1
0x80006efL,jz      loc_80009C0
0x80006f5L,cmp     eax, 2
0x80006f8L,jnz     loc_8000988
0x80006feL,sub     esp, 0Ch
0x8000701L,lea     eax, [ebp+var_3C]
0x8000704L,mov     edx, [ebp+var_4C]
0x8000707L,push    eax
0x8000708L,mov     eax, [ebp+var_2C]
0x800070bL,sub     esp, 0Ch
0x800070eL,fstp    tbyte ptr [esp]
0x8000711L,push    eax
0x8000712L,mov     eax, [ebp+var_30]
0x8000715L,push    eax
0x8000716L,mov     eax, [ebp+format]
0x8000719L,push    eax             ; format
0x800071aL,mov     eax, [ebp+dest]
0x800071dL,add     eax, edx
0x800071fL,push    esi             ; maxlen
0x8000720L,push    eax             ; s
0x8000721L,mov     edi, eax
0x8000723L,call    snprintf
0x8000728L,add     esp, 30h
0x800072bL,jmp     loc_80003BC
0x8000730L,mov     eax, [ebp+n]    ; jumptable 08000366 case 4
0x8000733L,mov     ecx, [ebp+var_34]
0x8000736L,mov     eax, [eax+28h]
0x8000739L,shl     eax, 4
0x800073cL,add     eax, ecx
0x800073eL,mov     edi, [eax+4]
0x8000741L,and     edi, 0FFFFh
0x8000747L,mov     eax, edi
0x8000749L,mov     edi, [ebp+var_5C]
0x800074cL,cmp     edi, 1
0x800074fL,jnz     loc_800038D
0x8000755L,jmp     loc_80005B8
0x8000760L,mov     eax, [ebp+n]    ; jumptable 08000366 case 1
0x8000763L,mov     ecx, [ebp+var_34]
0x8000766L,mov     edi, [ebp+var_5C]
0x8000769L,mov     eax, [eax+28h]
0x800076cL,shl     eax, 4
0x800076fL,add     eax, ecx
0x8000771L,cmp     edi, 1
0x8000774L,movsx   eax, byte ptr [eax+4]
0x8000778L,jnz     loc_800038D
0x800077eL,jmp     loc_80005B8
0x8000788L,mov     eax, [ebp+n]    ; jumptable 08000366 case 2
0x800078bL,mov     edx, [ebp+var_34]
0x800078eL,mov     eax, [eax+28h]
0x8000791L,shl     eax, 4
0x8000794L,add     eax, edx
0x8000796L,movzx   edi, byte ptr [eax+4]
0x800079aL,and     edi, 0FFh
0x80007a0L,mov     eax, edi
0x80007a2L,mov     edi, [ebp+var_5C]
0x80007a5L,cmp     edi, 1
0x80007a8L,jnz     loc_800038D
0x80007aeL,jmp     loc_80005B8
0x80007b8L,mov     ebx, esi
0x80007baL,jmp     loc_800051A
0x80007c0L,mov     eax, [edx+4]    ; jumptable 0800061E cases 20,21
0x80007c3L,mov     ecx, [ebp+var_4C]
0x80007c6L,mov     esi, ecx
0x80007c8L,mov     [eax], ecx
0x80007caL,mov     eax, [ebp+dest]
0x80007cdL,mov     [ebp+ptr], eax
0x80007d0L,jmp     loc_8000571
0x80007d8L,sub     esp, 0Ch
0x80007dbL,push    ebx             ; size
0x80007dcL,call    malloc
0x80007e1L,add     esp, 10h
0x80007e4L,mov     esi, eax
0x80007e6L,mov     ecx, [ebp+src]
0x80007e9L,jmp     loc_8000320
0x80007f0L,push    ecx
0x80007f1L,lea     ecx, [ebp+var_3C]
0x80007f4L,push    ecx
0x80007f5L,push    edx
0x80007f6L,push    eax
0x80007f7L,jmp     loc_80003A0
0x8000800L,call    abort           ; jumptable 08000366 default case
0x8000808L,sub     esp, 0Ch
0x800080bL,push    ebx             ; size
0x800080cL,call    malloc
0x8000811L,add     esp, 10h
0x8000814L,mov     edx, eax
0x8000816L,jmp     loc_8000548
0x8000820L,mov     eax, [edx+4]    ; jumptable 0800061E case 22
0x8000823L,mov     ecx, [ebp+var_4C]
0x8000826L,mov     esi, ecx
0x8000828L,mov     [eax], ecx
0x800082aL,mov     dword ptr [eax+4], 0
0x8000831L,mov     eax, [ebp+dest]
0x8000834L,mov     [ebp+ptr], eax
0x8000837L,jmp     loc_8000571
0x8000840L,mov     eax, [edx+4]    ; jumptable 0800061E case 19
0x8000843L,mov     esi, [ebp+var_4C]
0x8000846L,mov     [eax], si
0x8000849L,mov     eax, [ebp+dest]
0x800084cL,mov     [ebp+ptr], eax
0x800084fL,jmp     loc_8000571
0x8000858L,mov     eax, [edx+4]    ; jumptable 0800061E case 18
0x800085bL,mov     esi, [ebp+var_4C]
0x800085eL,mov     ecx, esi
0x8000860L,mov     [eax], cl
0x8000862L,mov     eax, [ebp+dest]
0x8000865L,mov     [ebp+ptr], eax
0x8000868L,jmp     loc_8000571
0x8000870L,mov     ecx, [ebp+var_4C]
0x8000873L,mov     edi, [ebp+dest]
0x8000876L,push    edx
0x8000877L,push    ecx             ; n
0x8000878L,push    edi             ; src
0x8000879L,push    esi             ; dest
0x800087aL,call    memcpy
0x800087fL,add     esp, 10h
0x8000882L,mov     [ebp+dest], esi
0x8000885L,jmp     loc_800034C
0x8000890L,mov     ebx, [ebp+dest]
0x8000893L,test    ebx, ebx
0x8000895L,jz      short loc_80008A8
0x8000897L,cmp     ebx, [ebp+arg_0]
0x800089aL,jz      short loc_80008A8
0x800089cL,sub     esp, 0Ch
0x800089fL,push    ebx             ; ptr
0x80008a0L,call    free
0x80008a5L,add     esp, 10h
0x80008a8L,mov     eax, [ebp+var_6C]
0x80008abL,test    eax, eax
0x80008adL,jz      short loc_80008BB
0x80008afL,sub     esp, 0Ch
0x80008b2L,push    eax             ; ptr
0x80008b3L,call    free
0x80008b8L,add     esp, 10h
0x80008bbL,sub     esp, 0Ch
0x80008beL,mov     eax, [ebp+var_24]
0x80008c1L,push    eax             ; ptr
0x80008c2L,call    free
0x80008c7L,mov     eax, [ebp+var_34]
0x80008caL,add     esp, 10h
0x80008cdL,test    eax, eax
0x80008cfL,jz      short loc_80008DD
0x80008d1L,sub     esp, 0Ch
0x80008d4L,push    eax             ; ptr
0x80008d5L,call    free
0x80008daL,add     esp, 10h
0x80008ddL,call    __errno_location
0x80008e2L,mov     dword ptr [eax], 0Ch
0x80008e8L,xor     eax, eax
0x80008eaL,lea     esp, [ebp-0Ch]
0x80008edL,pop     ebx
0x80008eeL,pop     esi
0x80008efL,pop     edi
0x80008f0L,pop     ebp
0x80008f1L,retn
0x80008f8L,push    eax
0x80008f9L,mov     eax, [ebp+var_4C]
0x80008fcL,push    eax             ; n
0x80008fdL,mov     eax, [ebp+dest]
0x8000900L,push    eax             ; src
0x8000901L,push    esi             ; dest
0x8000902L,mov     [ebp+n], ecx
0x8000905L,call    memcpy
0x800090aL,add     esp, 10h
0x800090dL,mov     [ebp+dest], esi
0x8000910L,mov     ecx, [ebp+n]
0x8000913L,jmp     loc_800033C
0x8000918L,sub     esp, 0Ch
0x800091bL,mov     ecx, [ebp+var_24]
0x800091eL,push    ecx             ; ptr
0x800091fL,call    free
0x8000924L,mov     eax, [ebp+var_34]
0x8000927L,add     esp, 10h
0x800092aL,test    eax, eax
0x800092cL,jz      short loc_8000940
0x800092eL,sub     esp, 0Ch
0x8000931L,push    eax             ; ptr
0x8000932L,call    free
0x8000937L,add     esp, 10h
0x800093aL,lea     esi, [esi+0]
0x8000940L,call    __errno_location
0x8000945L,mov     dword ptr [eax], 16h
0x800094bL,lea     esp, [ebp-0Ch]
0x800094eL,xor     eax, eax
0x8000950L,pop     ebx
0x8000951L,pop     esi
0x8000952L,pop     edi
0x8000953L,pop     ebp
0x8000954L,retn
0x8000958L,push    edi
0x8000959L,push    edi
0x800095aL,lea     edi, [ebp+var_3C]
0x800095dL,push    edi
0x800095eL,push    edx
0x800095fL,push    eax
0x8000960L,jmp     loc_80003A4
0x8000968L,push    eax
0x8000969L,mov     eax, [ebp+var_4C]
0x800096cL,push    eax             ; n
0x800096dL,mov     eax, [ebp+dest]
0x8000970L,push    eax             ; src
0x8000971L,push    edx             ; dest
0x8000972L,mov     [ebp+dest], edx
0x8000975L,call    memcpy
0x800097aL,add     esp, 10h
0x800097dL,jmp     loc_8000564
0x8000988L,lea     eax, [ebp+var_3C]
0x800098bL,push    ecx
0x800098cL,push    eax
0x800098dL,sub     esp, 0Ch
0x8000990L,fstp    tbyte ptr [esp]
0x8000993L,jmp     loc_80003A4
0x8000998L,push    eax
0x8000999L,push    eax
0x800099aL,lea     eax, [ebp+var_3C]
0x800099dL,push    eax
0x800099eL,push    eax
0x800099fL,push    eax
0x80009a0L,fstp    qword ptr [esp]
0x80009a3L,jmp     loc_80003A4
0x80009a8L,mov     eax, 0Ch
0x80009adL,jmp     loc_8000653
0x80009b8L,mov     ebx, [ebp+ptr]
0x80009bbL,jmp     loc_8000893
0x80009c0L,lea     eax, [ebp+var_3C]
0x80009c3L,push    eax
0x80009c4L,sub     esp, 0Ch
0x80009c7L,fstp    tbyte ptr [esp]
0x80009caL,jmp     loc_80003A0
0x80009d0L,push    eax
0x80009d1L,lea     eax, [ebp+var_3C]
0x80009d4L,push    eax
0x80009d5L,push    eax
0x80009d6L,push    eax
0x80009d7L,fstp    qword ptr [esp]
0x80009daL,jmp     loc_80003A0
0x80009e0L,mov     eax, [ebp+var_4C]
0x80009e3L,mov     esi, ebx
0x80009e5L,mov     edi, ebx
0x80009e7L,mov     ebx, [ebp+dest]
0x80009eaL,lea     edx, [eax+1]
0x80009edL,cmp     edx, eax
0x80009efL,jb      loc_8000893
0x80009f5L,cmp     edx, esi
0x80009f7L,jbe     short loc_8000A5A
0x80009f9L,mov     edi, 0Ch
0x80009feL,test    esi, esi
0x8000a00L,jz      short loc_8000A05
0x8000a02L,lea     edi, [esi+esi]
0x8000a05L,cmp     edi, edx
0x8000a07L,jnb     short loc_8000A0B
0x8000a09L,mov     edi, edx
0x8000a0bL,mov     ecx, [ebp+dest]
0x8000a0eL,mov     [ebp+format], edx
0x8000a11L,cmp     [ebp+arg_0], ecx
0x8000a14L,setz    byte ptr [ebp+ptr]
0x8000a18L,test    ecx, ecx
0x8000a1aL,mov     al, byte ptr [ebp+ptr]
0x8000a1dL,jz      loc_8000B0B
0x8000a23L,test    al, al
0x8000a25L,jnz     loc_8000B0B
0x8000a2bL,push    eax
0x8000a2cL,push    eax
0x8000a2dL,mov     eax, [ebp+dest]
0x8000a30L,push    edi             ; size
0x8000a31L,push    eax             ; ptr
0x8000a32L,call    realloc
0x8000a37L,add     esp, 10h
0x8000a3aL,mov     esi, eax
0x8000a3cL,mov     edx, [ebp+format]
0x8000a3fL,test    esi, esi
0x8000a41L,jz      loc_8000893
0x8000a47L,mov     eax, [ebp+var_4C]
0x8000a4aL,test    eax, eax
0x8000a4cL,jz      short loc_8000A58
0x8000a4eL,cmp     byte ptr [ebp+ptr], 0
0x8000a52L,jnz     loc_8000AD8
0x8000a58L,mov     ebx, esi
0x8000a5aL,mov     eax, [ebp+var_4C]
0x8000a5dL,cmp     ebx, [ebp+arg_0]
0x8000a60L,mov     byte ptr [ebx+eax], 0
0x8000a64L,jz      short loc_8000A6E
0x8000a66L,cmp     edi, edx
0x8000a68L,ja      loc_8000B21
0x8000a6eL,mov     eax, [ebp+var_6C]
0x8000a71L,test    eax, eax
0x8000a73L,jz      short loc_8000A81
0x8000a75L,sub     esp, 0Ch
0x8000a78L,push    eax             ; ptr
0x8000a79L,call    free
0x8000a7eL,add     esp, 10h
0x8000a81L,sub     esp, 0Ch
0x8000a84L,mov     edx, [ebp+var_24]
0x8000a87L,push    edx             ; ptr
0x8000a88L,call    free
0x8000a8dL,mov     eax, [ebp+var_34]
0x8000a90L,add     esp, 10h
0x8000a93L,test    eax, eax
0x8000a95L,jz      short loc_8000AA3
0x8000a97L,sub     esp, 0Ch
0x8000a9aL,push    eax             ; ptr
0x8000a9bL,call    free
0x8000aa0L,add     esp, 10h
0x8000aa3L,mov     ecx, [ebp+arg_4]
0x8000aa6L,mov     edi, [ebp+var_4C]
0x8000aa9L,mov     eax, ebx
0x8000aabL,test    edi, edi
0x8000aadL,mov     [ecx], edi
0x8000aafL,jns     loc_80008EA
0x8000ab5L,cmp     ebx, [ebp+arg_0]
0x8000ab8L,jz      short loc_8000AC6
0x8000abaL,sub     esp, 0Ch
0x8000abdL,push    ebx             ; ptr
0x8000abeL,call    free
0x8000ac3L,add     esp, 10h
0x8000ac6L,call    __errno_location
0x8000acbL,mov     dword ptr [eax], 4Bh
0x8000ad1L,xor     eax, eax
0x8000ad3L,jmp     loc_80008EA
0x8000ad8L,mov     eax, [ebp+var_4C]
0x8000adbL,push    ebx
0x8000adcL,push    eax             ; n
0x8000addL,mov     eax, [ebp+dest]
0x8000ae0L,push    eax             ; src
0x8000ae1L,push    esi             ; dest
0x8000ae2L,mov     [ebp+ptr], edx
0x8000ae5L,mov     ebx, esi
0x8000ae7L,call    memcpy
0x8000aecL,add     esp, 10h
0x8000aefL,mov     edx, [ebp+ptr]
0x8000af2L,jmp     loc_8000A5A
0x8000af8L,mov     esi, [ebp+var_4C]
0x8000afbL,mov     eax, [ebp+dest]
0x8000afeL,mov     edi, [ebp+n]
0x8000b01L,add     esi, edx
0x8000b03L,mov     [ebp+ptr], eax
0x8000b06L,jmp     loc_8000571
0x8000b0bL,sub     esp, 0Ch
0x8000b0eL,push    edi             ; size
0x8000b0fL,call    malloc
0x8000b14L,add     esp, 10h
0x8000b17L,mov     esi, eax
0x8000b19L,mov     edx, [ebp+format]
0x8000b1cL,jmp     loc_8000A3F
0x8000b21L,push    ecx
0x8000b22L,push    ecx
0x8000b23L,push    edx             ; size
0x8000b24L,push    ebx             ; ptr
0x8000b25L,call    realloc
0x8000b2aL,add     esp, 10h
0x8000b2dL,test    eax, eax
0x8000b2fL,jz      loc_8000A6E
0x8000b35L,mov     ebx, eax
0x8000b37L,jmp     loc_8000A6E
0x8000000L,push    edi
0x8000001L,push    esi
0x8000002L,push    ebx
0x8000003L,xor     edi, edi
0x8000005L,mov     esi, [esp+0Ch+arg]
